anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	LN_SU_LN1	0	KIF1A;MUC6	0	metastasis	146
1	primary_SU_T1	0	KIF1A;MUC6	1	primary	146
2	LN_SU_FLN1	0	KIF1A;MUC6	0	metastasis	146
0	LN_SU_LN1	1	ALB;POLE	0	metastasis	29
1	primary_SU_T1	1	ALB;POLE	1	primary	29
2	LN_SU_FLN1	1	ALB;POLE	0	metastasis	29
0	LN_SU_LN1	2	PSIP1;MGA	0	metastasis	23
1	primary_SU_T1	2	PSIP1;MGA	1	primary	23
2	LN_SU_FLN1	2	PSIP1;MGA	0	metastasis	23
0	LN_SU_LN1	3	EGFR	1	metastasis	17
1	primary_SU_T1	3	EGFR	1	primary	17
2	LN_SU_FLN1	3	EGFR	0	metastasis	17
0	LN_SU_LN1	4	CAPN14;COL4A3	1	metastasis	14
1	primary_SU_T1	4	CAPN14;COL4A3	1	primary	14
2	LN_SU_FLN1	4	CAPN14;COL4A3	0	metastasis	14
0	LN_SU_LN1	5	RORC;ALPI	0	metastasis	13
1	primary_SU_T1	5	RORC;ALPI	1	primary	13
2	LN_SU_FLN1	5	RORC;ALPI	0	metastasis	13
0	LN_SU_LN1	6	PLCH2;CFH	0	metastasis	12
1	primary_SU_T1	6	PLCH2;CFH	0	primary	12
2	LN_SU_FLN1	6	PLCH2;CFH	1	metastasis	12
0	LN_SU_LN1	7	HCN3;TTN	0	metastasis	8
1	primary_SU_T1	7	HCN3;TTN	0	primary	8
2	LN_SU_FLN1	7	HCN3;TTN	0	metastasis	8
0	LN_SU_LN1	8	FGFR3	0	metastasis	7
1	primary_SU_T1	8	FGFR3	1	primary	7
2	LN_SU_FLN1	8	FGFR3	0	metastasis	7
0	LN_SU_LN1	9	IL7R	1	metastasis	6
1	primary_SU_T1	9	IL7R	0	primary	6
2	LN_SU_FLN1	9	IL7R	1	metastasis	6
0	LN_SU_LN1	10	KMT2B	1	metastasis	6
1	primary_SU_T1	10	KMT2B	0	primary	6
2	LN_SU_FLN1	10	KMT2B	1	metastasis	6
0	LN_SU_LN1	11	PLA1A;PPP2R2B	1	metastasis	5
1	primary_SU_T1	11	PLA1A;PPP2R2B	0	primary	5
2	LN_SU_FLN1	11	PLA1A;PPP2R2B	0	metastasis	5
