anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	primary_SU_T1	0	NIPBL;INPPL1	1	primary	710
1	metachronousMet_BR_T1.FR1	0	NIPBL;INPPL1	0	metastasis	710
0	primary_SU_T1	1	CSDE1;PLXNB2	1	primary	272
1	metachronousMet_BR_T1.FR1	1	CSDE1;PLXNB2	0	metastasis	272
0	primary_SU_T1	2	CD79B;NF1	1	primary	82
1	metachronousMet_BR_T1.FR1	2	CD79B;NF1	0	metastasis	82
0	primary_SU_T1	3	ZFHX3	1	primary	60
1	metachronousMet_BR_T1.FR1	3	ZFHX3	0	metastasis	60
0	primary_SU_T1	4	KMT2A	0	primary	58
1	metachronousMet_BR_T1.FR1	4	KMT2A	1	metastasis	58
0	primary_SU_T1	5	APOB	1	primary	49
1	metachronousMet_BR_T1.FR1	5	APOB	0	metastasis	49
0	primary_SU_T1	6	RET	1	primary	59
1	metachronousMet_BR_T1.FR1	6	RET	0	metastasis	59
0	primary_SU_T1	7	MACF1	1	primary	36
1	metachronousMet_BR_T1.FR1	7	MACF1	0	metastasis	36
0	primary_SU_T1	8	KCNA2;SMG7	1	primary	10
1	metachronousMet_BR_T1.FR1	8	KCNA2;SMG7	0	metastasis	10
0	primary_SU_T1	9	PIGC;C2orf42	1	primary	18
1	metachronousMet_BR_T1.FR1	9	PIGC;C2orf42	0	metastasis	18
0	primary_SU_T1	10	IL23R;PROM1	1	primary	17
1	metachronousMet_BR_T1.FR1	10	IL23R;PROM1	0	metastasis	17
0	primary_SU_T1	11	IGSF21;CYP2J2	0	primary	16
1	metachronousMet_BR_T1.FR1	11	IGSF21;CYP2J2	1	metastasis	16
0	primary_SU_T1	12	CUL1	0	primary	12
1	metachronousMet_BR_T1.FR1	12	CUL1	1	metastasis	12
0	primary_SU_T1	13	SPTAN1	1	primary	12
1	metachronousMet_BR_T1.FR1	13	SPTAN1	0	metastasis	12
0	primary_SU_T1	14	EPHA3	1	primary	9
1	metachronousMet_BR_T1.FR1	14	EPHA3	0	metastasis	9
0	primary_SU_T1	15	GFPT2;SSPO	1	primary	8
1	metachronousMet_BR_T1.FR1	15	GFPT2;SSPO	0	metastasis	8
0	primary_SU_T1	16	TRABD2B;MYSM1	0	primary	7
1	metachronousMet_BR_T1.FR1	16	TRABD2B;MYSM1	1	metastasis	7
0	primary_SU_T1	17	EFHC1;CCDC146	0	primary	7
1	metachronousMet_BR_T1.FR1	17	EFHC1;CCDC146	1	metastasis	7
0	primary_SU_T1	18	TTN;LRRC58	1	primary	5
1	metachronousMet_BR_T1.FR1	18	TTN;LRRC58	0	metastasis	5
