anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	primary_SU_T1	0	ERBB4;ZFHX3	0	primary	113
1	metachronousMet_BR_T1	0	ERBB4;ZFHX3	1	metastasis	113
0	primary_SU_T1	1	C1orf222;TTC34	0	primary	97
1	metachronousMet_BR_T1	1	C1orf222;TTC34	1	metastasis	97
0	primary_SU_T1	2	TP53;SPTA1	1	primary	95
1	metachronousMet_BR_T1	2	TP53;SPTA1	0	metastasis	95
0	primary_SU_T1	3	NIPBL;SPOP	1	primary	50
1	metachronousMet_BR_T1	3	NIPBL;SPOP	0	metastasis	50
0	primary_SU_T1	4	HSPG2;TESK2	1	primary	17
1	metachronousMet_BR_T1	4	HSPG2;TESK2	0	metastasis	17
0	primary_SU_T1	5	ITLN1;ATXN7	1	primary	17
1	metachronousMet_BR_T1	5	ITLN1;ATXN7	0	metastasis	17
0	primary_SU_T1	6	TNNI3K;TMEM247	1	primary	16
1	metachronousMet_BR_T1	6	TNNI3K;TMEM247	0	metastasis	16
0	primary_SU_T1	7	IL12RB2;CD1B	1	primary	13
1	metachronousMet_BR_T1	7	IL12RB2;CD1B	0	metastasis	13
0	primary_SU_T1	8	ATRAID;DST	1	primary	11
1	metachronousMet_BR_T1	8	ATRAID;DST	0	metastasis	11
0	primary_SU_T1	9	BAP1	1	primary	9
1	metachronousMet_BR_T1	9	BAP1	0	metastasis	9
0	primary_SU_T1	10	EP300	1	primary	9
1	metachronousMet_BR_T1	10	EP300	0	metastasis	9
0	primary_SU_T1	11	AHCTF1;ICK	1	primary	8
1	metachronousMet_BR_T1	11	AHCTF1;ICK	0	metastasis	8
0	primary_SU_T1	12	ADAM23;COL6A3	1	primary	8
1	metachronousMet_BR_T1	12	ADAM23;COL6A3	0	metastasis	8
0	primary_SU_T1	13	PTCH2;CPO	1	primary	7
1	metachronousMet_BR_T1	13	PTCH2;CPO	0	metastasis	7
0	primary_SU_T1	14	COL16A1;BRINP3	1	primary	6
1	metachronousMet_BR_T1	14	COL16A1;BRINP3	0	metastasis	6
0	primary_SU_T1	15	LRRC2;ATP11B	1	primary	6
1	metachronousMet_BR_T1	15	LRRC2;ATP11B	0	metastasis	6
0	primary_SU_T1	16	SPHKAP;GPR55	1	primary	5
1	metachronousMet_BR_T1	16	SPHKAP;GPR55	0	metastasis	5
0	primary_SU_T1	17	HECW2;SUMF1	1	primary	5
1	metachronousMet_BR_T1	17	HECW2;SUMF1	0	metastasis	5
