anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	primary_SU_T1	0	EP300;CASP8	1	primary	204
1	primary_SU_T2	0	EP300;CASP8	0	primary	204
2	synchronousMet_SU_T3	0	EP300;CASP8	0	metastasis	204
0	primary_SU_T1	1	COL5A1;MSH2	1	primary	104
1	primary_SU_T2	1	COL5A1;MSH2	0	primary	104
2	synchronousMet_SU_T3	1	COL5A1;MSH2	0	metastasis	104
0	primary_SU_T1	2	DACH1;NIPBL	0	primary	85
1	primary_SU_T2	2	DACH1;NIPBL	1	primary	85
2	synchronousMet_SU_T3	2	DACH1;NIPBL	0	metastasis	85
0	primary_SU_T1	3	LZTR1;TRAF3	1	primary	45
1	primary_SU_T2	3	LZTR1;TRAF3	0	primary	45
2	synchronousMet_SU_T3	3	LZTR1;TRAF3	0	metastasis	45
0	primary_SU_T1	4	MYSM1;DCST1	0	primary	35
1	primary_SU_T2	4	MYSM1;DCST1	0	primary	35
2	synchronousMet_SU_T3	4	MYSM1;DCST1	0	metastasis	35
0	primary_SU_T1	5	TTN;ECEL1	1	primary	18
1	primary_SU_T2	5	TTN;ECEL1	0	primary	18
2	synchronousMet_SU_T3	5	TTN;ECEL1	0	metastasis	18
0	primary_SU_T1	6	EPHA3	1	primary	17
1	primary_SU_T2	6	EPHA3	0	primary	17
2	synchronousMet_SU_T3	6	EPHA3	0	metastasis	17
0	primary_SU_T1	7	NIPBL;TP53	0	primary	216
1	primary_SU_T2	7	NIPBL;TP53	0	primary	216
2	synchronousMet_SU_T3	7	NIPBL;TP53	1	metastasis	216
0	primary_SU_T1	8	LRRC7;PPM1G	0	primary	13
1	primary_SU_T2	8	LRRC7;PPM1G	0	primary	13
2	synchronousMet_SU_T3	8	LRRC7;PPM1G	1	metastasis	13
0	primary_SU_T1	9	CLSPN;GPD2	1	primary	11
1	primary_SU_T2	9	CLSPN;GPD2	0	primary	11
2	synchronousMet_SU_T3	9	CLSPN;GPD2	0	metastasis	11
0	primary_SU_T1	10	AURKAIP1;SMPD2	1	primary	11
1	primary_SU_T2	10	AURKAIP1;SMPD2	0	primary	11
2	synchronousMet_SU_T3	10	AURKAIP1;SMPD2	0	metastasis	11
0	primary_SU_T1	11	MYBPHL;SF3B4	1	primary	10
1	primary_SU_T2	11	MYBPHL;SF3B4	0	primary	10
2	synchronousMet_SU_T3	11	MYBPHL;SF3B4	0	metastasis	10
0	primary_SU_T1	12	VPS54;SPHKAP	0	primary	10
1	primary_SU_T2	12	VPS54;SPHKAP	1	primary	10
2	synchronousMet_SU_T3	12	VPS54;SPHKAP	0	metastasis	10
0	primary_SU_T1	13	PLXNB2	1	primary	9
1	primary_SU_T2	13	PLXNB2	0	primary	9
2	synchronousMet_SU_T3	13	PLXNB2	0	metastasis	9
0	primary_SU_T1	14	KMT2A	0	primary	9
1	primary_SU_T2	14	KMT2A	1	primary	9
2	synchronousMet_SU_T3	14	KMT2A	0	metastasis	9
0	primary_SU_T1	15	INSRR;DCBLD2	0	primary	8
1	primary_SU_T2	15	INSRR;DCBLD2	0	primary	8
2	synchronousMet_SU_T3	15	INSRR;DCBLD2	1	metastasis	8
0	primary_SU_T1	16	KIT	1	primary	7
1	primary_SU_T2	16	KIT	0	primary	7
2	synchronousMet_SU_T3	16	KIT	0	metastasis	7
0	primary_SU_T1	17	XIRP2;SI	0	primary	7
1	primary_SU_T2	17	XIRP2;SI	1	primary	7
2	synchronousMet_SU_T3	17	XIRP2;SI	0	metastasis	7
0	primary_SU_T1	18	KCNIP3;ANKRD44	1	primary	7
1	primary_SU_T2	18	KCNIP3;ANKRD44	0	primary	7
2	synchronousMet_SU_T3	18	KCNIP3;ANKRD44	0	metastasis	7
0	primary_SU_T1	19	TTLL2;OR1N2	0	primary	7
1	primary_SU_T2	19	TTLL2;OR1N2	1	primary	7
2	synchronousMet_SU_T3	19	TTLL2;OR1N2	0	metastasis	7
0	primary_SU_T1	20	NBAS;NFYA	1	primary	6
1	primary_SU_T2	20	NBAS;NFYA	0	primary	6
2	synchronousMet_SU_T3	20	NBAS;NFYA	0	metastasis	6
0	primary_SU_T1	21	AHR;CSMD3	1	primary	6
1	primary_SU_T2	21	AHR;CSMD3	0	primary	6
2	synchronousMet_SU_T3	21	AHR;CSMD3	0	metastasis	6
0	primary_SU_T1	22	MERTK;ZNF252P	1	primary	5
1	primary_SU_T2	22	MERTK;ZNF252P	0	primary	5
2	synchronousMet_SU_T3	22	MERTK;ZNF252P	0	metastasis	5
