anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	primary_SU_T1	0	COL5A1;UNCX	0	primary	403
1	LN_SU_FLN1	0	COL5A1;UNCX	0	metastasis	403
2	metachronousMet_BR_T1	0	COL5A1;UNCX	0	metastasis	403
0	primary_SU_T1	1	ARHGAP35;PMS1	0	primary	96
1	LN_SU_FLN1	1	ARHGAP35;PMS1	0	metastasis	96
2	metachronousMet_BR_T1	1	ARHGAP35;PMS1	1	metastasis	96
0	primary_SU_T1	2	ERBB2	1	primary	84
1	LN_SU_FLN1	2	ERBB2	1	metastasis	84
2	metachronousMet_BR_T1	2	ERBB2	0	metastasis	84
0	primary_SU_T1	3	ARID1A	1	primary	34
1	LN_SU_FLN1	3	ARID1A	0	metastasis	34
2	metachronousMet_BR_T1	3	ARID1A	0	metastasis	34
0	primary_SU_T1	4	CREB3L3	1	primary	26
1	LN_SU_FLN1	4	CREB3L3	0	metastasis	26
2	metachronousMet_BR_T1	4	CREB3L3	0	metastasis	26
0	primary_SU_T1	5	WT1;SOX9	1	primary	22
1	LN_SU_FLN1	5	WT1;SOX9	0	metastasis	22
2	metachronousMet_BR_T1	5	WT1;SOX9	0	metastasis	22
0	primary_SU_T1	6	IL7R;COL5A1	0	primary	16
1	LN_SU_FLN1	6	IL7R;COL5A1	0	metastasis	16
2	metachronousMet_BR_T1	6	IL7R;COL5A1	0	metastasis	16
0	primary_SU_T1	7	DCAF6;ZNF496	1	primary	11
1	LN_SU_FLN1	7	DCAF6;ZNF496	0	metastasis	11
2	metachronousMet_BR_T1	7	DCAF6;ZNF496	0	metastasis	11
0	primary_SU_T1	8	SETBP1;CHD8	1	primary	10
1	LN_SU_FLN1	8	SETBP1;CHD8	0	metastasis	10
2	metachronousMet_BR_T1	8	SETBP1;CHD8	0	metastasis	10
0	primary_SU_T1	9	NLRP3;LANCL1	0	primary	9
1	LN_SU_FLN1	9	NLRP3;LANCL1	1	metastasis	9
2	metachronousMet_BR_T1	9	NLRP3;LANCL1	0	metastasis	9
0	primary_SU_T1	10	C1QC;RCC1	1	primary	8
1	LN_SU_FLN1	10	C1QC;RCC1	0	metastasis	8
2	metachronousMet_BR_T1	10	C1QC;RCC1	0	metastasis	8
0	primary_SU_T1	11	TSSC1;GGCX	1	primary	8
1	LN_SU_FLN1	11	TSSC1;GGCX	0	metastasis	8
2	metachronousMet_BR_T1	11	TSSC1;GGCX	0	metastasis	8
0	primary_SU_T1	12	FAT1	0	primary	7
1	LN_SU_FLN1	12	FAT1	0	metastasis	7
2	metachronousMet_BR_T1	12	FAT1	1	metastasis	7
0	primary_SU_T1	13	STON1-GTF2A1L;ZRANB3	1	primary	6
1	LN_SU_FLN1	13	STON1-GTF2A1L;ZRANB3	0	metastasis	6
2	metachronousMet_BR_T1	13	STON1-GTF2A1L;ZRANB3	0	metastasis	6
0	primary_SU_T1	14	CCT3;CACNA1E	1	primary	6
1	LN_SU_FLN1	14	CCT3;CACNA1E	0	metastasis	6
2	metachronousMet_BR_T1	14	CCT3;CACNA1E	0	metastasis	6
0	primary_SU_T1	15	ATP2B4;CXCR4	0	primary	6
1	LN_SU_FLN1	15	ATP2B4;CXCR4	0	metastasis	6
2	metachronousMet_BR_T1	15	ATP2B4;CXCR4	0	metastasis	6
0	primary_SU_T1	16	RAP1GAP;PIGC	1	primary	5
1	LN_SU_FLN1	16	RAP1GAP;PIGC	0	metastasis	5
2	metachronousMet_BR_T1	16	RAP1GAP;PIGC	0	metastasis	5
0	primary_SU_T1	17	ST3GAL6;ZIC1	1	primary	5
1	LN_SU_FLN1	17	ST3GAL6;ZIC1	0	metastasis	5
2	metachronousMet_BR_T1	17	ST3GAL6;ZIC1	0	metastasis	5
