anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	primary_SU_T1	0	KEAP1;NIPBL	1	primary	897
1	LN_SU_FLN1	0	KEAP1;NIPBL	1	metastasis	897
0	primary_SU_T1	1	HIVEP3;ROR1	1	primary	16
1	LN_SU_FLN1	1	HIVEP3;ROR1	0	metastasis	16
0	primary_SU_T1	2	PRG4;MTR	1	primary	12
1	LN_SU_FLN1	2	PRG4;MTR	0	metastasis	12
0	primary_SU_T1	3	BTBD8;HMCN1	1	primary	11
1	LN_SU_FLN1	3	BTBD8;HMCN1	1	metastasis	11
0	primary_SU_T1	4	PLCG1	0	primary	10
1	LN_SU_FLN1	4	PLCG1	1	metastasis	10
0	primary_SU_T1	5	PDE8B;MAK	0	primary	9
1	LN_SU_FLN1	5	PDE8B;MAK	1	metastasis	9
0	primary_SU_T1	6	DHCR24;HMCN1	1	primary	8
1	LN_SU_FLN1	6	DHCR24;HMCN1	1	metastasis	8
0	primary_SU_T1	7	FMNL2;USP13	1	primary	7
1	LN_SU_FLN1	7	FMNL2;USP13	1	metastasis	7
0	primary_SU_T1	8	COPB2;IL31RA	1	primary	6
1	LN_SU_FLN1	8	COPB2;IL31RA	0	metastasis	6
0	primary_SU_T1	9	PARP8;TRPA1	1	primary	5
1	LN_SU_FLN1	9	PARP8;TRPA1	0	metastasis	5
