anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	primary_SU_T1	0	PRKAR1A;FOXQ1	1	primary	974
1	metachronousMet_BR_T1	0	PRKAR1A;FOXQ1	0	metastasis	974
0	primary_SU_T1	1	KIF17;DNAJC8	1	primary	33
1	metachronousMet_BR_T1	1	KIF17;DNAJC8	0	metastasis	33
0	primary_SU_T1	2	TBX3	1	primary	35
1	metachronousMet_BR_T1	2	TBX3	1	metastasis	35
0	primary_SU_T1	3	PINK1-AS;TMCC2	1	primary	19
1	metachronousMet_BR_T1	3	PINK1-AS;TMCC2	0	metastasis	19
0	primary_SU_T1	4	LRIG2;GCKR	1	primary	16
1	metachronousMet_BR_T1	4	LRIG2;GCKR	1	metastasis	16
0	primary_SU_T1	5	FHAD1;SYPL2	1	primary	13
1	metachronousMet_BR_T1	5	FHAD1;SYPL2	1	metastasis	13
0	primary_SU_T1	6	MSH2	1	primary	12
1	metachronousMet_BR_T1	6	MSH2	0	metastasis	12
0	primary_SU_T1	7	KCP;JAKMIP3	1	primary	10
1	metachronousMet_BR_T1	7	KCP;JAKMIP3	1	metastasis	10
0	primary_SU_T1	8	IARS2;OBSCN	1	primary	9
1	metachronousMet_BR_T1	8	IARS2;OBSCN	1	metastasis	9
0	primary_SU_T1	9	AGTRAP;RABIF	1	primary	7
1	metachronousMet_BR_T1	9	AGTRAP;RABIF	0	metastasis	7
0	primary_SU_T1	10	SPP2;ROBO2	1	primary	7
1	metachronousMet_BR_T1	10	SPP2;ROBO2	1	metastasis	7
