anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	primary_SU_T1	0	NIPBL;PLXNB2	1	primary	308
1	LN_SU_FLN1	0	NIPBL;PLXNB2	0	metastasis	308
0	primary_SU_T1	1	ATR;CIC	1	primary	248
1	LN_SU_FLN1	1	ATR;CIC	0	metastasis	248
0	primary_SU_T1	2	KEAP1;BAP1	1	primary	199
1	LN_SU_FLN1	2	KEAP1;BAP1	0	metastasis	199
0	primary_SU_T1	3	KMT2B;WT1	1	primary	159
1	LN_SU_FLN1	3	KMT2B;WT1	0	metastasis	159
0	primary_SU_T1	4	ARHGAP35;TP53	0	primary	122
1	LN_SU_FLN1	4	ARHGAP35;TP53	0	metastasis	122
0	primary_SU_T1	5	CARD11;PLCB4	1	primary	95
1	LN_SU_FLN1	5	CARD11;PLCB4	0	metastasis	95
0	primary_SU_T1	6	COL5A1;MAP2K1	1	primary	74
1	LN_SU_FLN1	6	COL5A1;MAP2K1	0	metastasis	74
0	primary_SU_T1	7	STK11;FGFR2	0	primary	42
1	LN_SU_FLN1	7	STK11;FGFR2	1	metastasis	42
0	primary_SU_T1	8	PIK3CB;MTOR	1	primary	37
1	LN_SU_FLN1	8	PIK3CB;MTOR	0	metastasis	37
0	primary_SU_T1	9	HIST1H1E	1	primary	33
1	LN_SU_FLN1	9	HIST1H1E	0	metastasis	33
0	primary_SU_T1	10	NCOR1	1	primary	28
1	LN_SU_FLN1	10	NCOR1	0	metastasis	28
0	primary_SU_T1	11	KCNQ4;MTR	1	primary	24
1	LN_SU_FLN1	11	KCNQ4;MTR	0	metastasis	24
0	primary_SU_T1	12	PTCHD2;C1orf74	1	primary	8
1	LN_SU_FLN1	12	PTCHD2;C1orf74	0	metastasis	8
0	primary_SU_T1	13	TBC1D5;IKBKB	0	primary	7
1	LN_SU_FLN1	13	TBC1D5;IKBKB	0	metastasis	7
0	primary_SU_T1	14	MTR;FMN2	1	primary	6
1	LN_SU_FLN1	14	MTR;FMN2	0	metastasis	6
