anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	primary_SU_T1	0	KIF1A;TP53	1	primary	724
1	LN_SU_FLN1	0	KIF1A;TP53	0	metastasis	724
0	primary_SU_T1	1	SPTAN1;STK11	0	primary	90
1	LN_SU_FLN1	1	SPTAN1;STK11	1	metastasis	90
0	primary_SU_T1	2	PLCH2;TBX15	0	primary	69
1	LN_SU_FLN1	2	PLCH2;TBX15	1	metastasis	69
0	primary_SU_T1	3	SF3B1	1	primary	61
1	LN_SU_FLN1	3	SF3B1	0	metastasis	61
0	primary_SU_T1	4	APOB	1	primary	23
1	LN_SU_FLN1	4	APOB	0	metastasis	23
0	primary_SU_T1	5	C1orf222;UBR4	1	primary	18
1	LN_SU_FLN1	5	C1orf222;UBR4	0	metastasis	18
0	primary_SU_T1	6	EHD3;XDH	1	primary	14
1	LN_SU_FLN1	6	EHD3;XDH	0	metastasis	14
0	primary_SU_T1	7	GNA11	1	primary	14
1	LN_SU_FLN1	7	GNA11	0	metastasis	14
0	primary_SU_T1	8	TBX15;SSR2	0	primary	12
1	LN_SU_FLN1	8	TBX15;SSR2	0	metastasis	12
0	primary_SU_T1	9	CPT2;SPRR4	0	primary	11
1	LN_SU_FLN1	9	CPT2;SPRR4	0	metastasis	11
0	primary_SU_T1	10	WDTC1;PDE4B	1	primary	10
1	LN_SU_FLN1	10	WDTC1;PDE4B	0	metastasis	10
0	primary_SU_T1	11	ARID1A	1	primary	9
1	LN_SU_FLN1	11	ARID1A	0	metastasis	9
0	primary_SU_T1	12	COL11A1;NEK1	1	primary	9
1	LN_SU_FLN1	12	COL11A1;NEK1	0	metastasis	9
0	primary_SU_T1	13	PAQR9;PDZD2	1	primary	8
1	LN_SU_FLN1	13	PAQR9;PDZD2	0	metastasis	8
0	primary_SU_T1	14	MROH9;HOXA3	1	primary	8
1	LN_SU_FLN1	14	MROH9;HOXA3	0	metastasis	8
0	primary_SU_T1	15	ZNF362;LRRC15	1	primary	7
1	LN_SU_FLN1	15	ZNF362;LRRC15	0	metastasis	7
0	primary_SU_T1	16	GABRD;AC011366.3	1	primary	6
1	LN_SU_FLN1	16	GABRD;AC011366.3	0	metastasis	6
0	primary_SU_T1	17	EPB41L2;DCAF4L2	1	primary	6
1	LN_SU_FLN1	17	EPB41L2;DCAF4L2	0	metastasis	6
0	primary_SU_T1	18	DTL;XIRP2	1	primary	6
1	LN_SU_FLN1	18	DTL;XIRP2	0	metastasis	6
0	primary_SU_T1	19	COL5A1;MUC6	0	primary	5
1	LN_SU_FLN1	19	COL5A1;MUC6	1	metastasis	5
0	primary_SU_T1	20	TSGA10;TTN	1	primary	5
1	LN_SU_FLN1	20	TSGA10;TTN	0	metastasis	5
0	primary_SU_T1	21	TEC;ADCY2	1	primary	5
1	LN_SU_FLN1	21	TEC;ADCY2	0	metastasis	5
