anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	primary_SU_T1	0	TP53;NOTCH2	0	primary	841
1	LN_SU_FLN1	0	TP53;NOTCH2	0	metastasis	841
2	metachronousMet_BP_T1	0	TP53;NOTCH2	0	metastasis	841
3	metachronousMet_BR_T1	0	TP53;NOTCH2	0	metastasis	841
0	primary_SU_T1	1	PAPOLG;CIR1	0	primary	21
1	LN_SU_FLN1	1	PAPOLG;CIR1	0	metastasis	21
2	metachronousMet_BP_T1	1	PAPOLG;CIR1	1	metastasis	21
3	metachronousMet_BR_T1	1	PAPOLG;CIR1	0	metastasis	21
0	primary_SU_T1	2	EZH2	0	primary	15
1	LN_SU_FLN1	2	EZH2	1	metastasis	15
2	metachronousMet_BP_T1	2	EZH2	0	metastasis	15
3	metachronousMet_BR_T1	2	EZH2	0	metastasis	15
0	primary_SU_T1	3	MYH9	0	primary	13
1	LN_SU_FLN1	3	MYH9	0	metastasis	13
2	metachronousMet_BP_T1	3	MYH9	0	metastasis	13
3	metachronousMet_BR_T1	3	MYH9	1	metastasis	13
0	primary_SU_T1	4	OSBPL9;NID1	0	primary	11
1	LN_SU_FLN1	4	OSBPL9;NID1	0	metastasis	11
2	metachronousMet_BP_T1	4	OSBPL9;NID1	0	metastasis	11
3	metachronousMet_BR_T1	4	OSBPL9;NID1	0	metastasis	11
0	primary_SU_T1	5	BAI2;CD46	1	primary	10
1	LN_SU_FLN1	5	BAI2;CD46	0	metastasis	10
2	metachronousMet_BP_T1	5	BAI2;CD46	0	metastasis	10
3	metachronousMet_BR_T1	5	BAI2;CD46	0	metastasis	10
0	primary_SU_T1	6	BRD9;CAPSL	1	primary	10
1	LN_SU_FLN1	6	BRD9;CAPSL	0	metastasis	10
2	metachronousMet_BP_T1	6	BRD9;CAPSL	0	metastasis	10
3	metachronousMet_BR_T1	6	BRD9;CAPSL	0	metastasis	10
0	primary_SU_T1	7	RIT1	0	primary	9
1	LN_SU_FLN1	7	RIT1	0	metastasis	9
2	metachronousMet_BP_T1	7	RIT1	0	metastasis	9
3	metachronousMet_BR_T1	7	RIT1	1	metastasis	9
0	primary_SU_T1	8	CNBD1	0	primary	7
1	LN_SU_FLN1	8	CNBD1	0	metastasis	7
2	metachronousMet_BP_T1	8	CNBD1	1	metastasis	7
3	metachronousMet_BR_T1	8	CNBD1	0	metastasis	7
0	primary_SU_T1	9	GATA3	0	primary	6
1	LN_SU_FLN1	9	GATA3	1	metastasis	6
2	metachronousMet_BP_T1	9	GATA3	0	metastasis	6
3	metachronousMet_BR_T1	9	GATA3	0	metastasis	6
0	primary_SU_T1	10	FMN2;ATG9A	0	primary	5
1	LN_SU_FLN1	10	FMN2;ATG9A	1	metastasis	5
2	metachronousMet_BP_T1	10	FMN2;ATG9A	0	metastasis	5
3	metachronousMet_BR_T1	10	FMN2;ATG9A	0	metastasis	5
