anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	primary_SU_T1	0	CCND1;TP53	1	primary	357
1	LN_SU_FLN1	0	CCND1;TP53	0	metastasis	357
0	primary_SU_T1	1	PTPRF;CDC7	0	primary	15
1	LN_SU_FLN1	1	PTPRF;CDC7	1	metastasis	15
0	primary_SU_T1	2	NSD1	1	primary	8
1	LN_SU_FLN1	2	NSD1	0	metastasis	8
0	primary_SU_T1	3	COL11A1;USH2A	1	primary	8
1	LN_SU_FLN1	3	COL11A1;USH2A	0	metastasis	8
0	primary_SU_T1	4	CCDC54;PVRL3	0	primary	7
1	LN_SU_FLN1	4	CCDC54;PVRL3	1	metastasis	7
0	primary_SU_T1	5	ALB	1	primary	7
1	LN_SU_FLN1	5	ALB	0	metastasis	7
0	primary_SU_T1	6	CD1D;EPC2	1	primary	7
1	LN_SU_FLN1	6	CD1D;EPC2	0	metastasis	7
0	primary_SU_T1	7	PLSCR2;GCNT2	1	primary	6
1	LN_SU_FLN1	7	PLSCR2;GCNT2	0	metastasis	6
0	primary_SU_T1	8	BOD1L1;AFP	1	primary	6
1	LN_SU_FLN1	8	BOD1L1;AFP	0	metastasis	6
0	primary_SU_T1	9	SLC2A7;FREM3	1	primary	5
1	LN_SU_FLN1	9	SLC2A7;FREM3	0	metastasis	5
0	primary_SU_T1	10	MIER1;RP11-480I12.5	1	primary	5
1	LN_SU_FLN1	10	MIER1;RP11-480I12.5	0	metastasis	5
0	primary_SU_T1	11	PIK3CD;S100A10	0	primary	5
1	LN_SU_FLN1	11	PIK3CD;S100A10	1	metastasis	5
0	primary_SU_T1	12	FAF1;PCDHGA1	1	primary	5
1	LN_SU_FLN1	12	FAF1;PCDHGA1	0	metastasis	5
