anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	primary_SU_T1	0	ERBB4;TP53	0	primary	246
1	LN_SU_FLN2	0	ERBB4;TP53	0	metastasis	246
0	primary_SU_T1	1	POLE	1	primary	42
1	LN_SU_FLN2	1	POLE	0	metastasis	42
0	primary_SU_T1	2	DNAH14;ACMSD	0	primary	12
1	LN_SU_FLN2	2	DNAH14;ACMSD	0	metastasis	12
0	primary_SU_T1	3	TRIM58;CELSR3	1	primary	11
1	LN_SU_FLN2	3	TRIM58;CELSR3	0	metastasis	11
0	primary_SU_T1	4	CERS2;RYR2	1	primary	11
1	LN_SU_FLN2	4	CERS2;RYR2	0	metastasis	11
0	primary_SU_T1	5	DYNC2LI1;TTN	1	primary	10
1	LN_SU_FLN2	5	DYNC2LI1;TTN	0	metastasis	10
0	primary_SU_T1	6	CARD11	0	primary	10
1	LN_SU_FLN2	6	CARD11	1	metastasis	10
0	primary_SU_T1	7	TNFAIP3	1	primary	9
1	LN_SU_FLN2	7	TNFAIP3	0	metastasis	9
0	primary_SU_T1	8	USP24;TDRD15	1	primary	9
1	LN_SU_FLN2	8	USP24;TDRD15	0	metastasis	9
0	primary_SU_T1	9	PIAS3;SCAMP3	1	primary	9
1	LN_SU_FLN2	9	PIAS3;SCAMP3	0	metastasis	9
0	primary_SU_T1	10	SMARCA4	1	primary	9
1	LN_SU_FLN2	10	SMARCA4	0	metastasis	9
0	primary_SU_T1	11	LPIN1;TRANK1	1	primary	8
1	LN_SU_FLN2	11	LPIN1;TRANK1	0	metastasis	8
0	primary_SU_T1	12	GALNT14;TTN	1	primary	8
1	LN_SU_FLN2	12	GALNT14;TTN	0	metastasis	8
0	primary_SU_T1	13	ZFP69;METTL6	1	primary	7
1	LN_SU_FLN2	13	ZFP69;METTL6	0	metastasis	7
0	primary_SU_T1	14	TNNI3K;PFDN1	1	primary	7
1	LN_SU_FLN2	14	TNNI3K;PFDN1	0	metastasis	7
0	primary_SU_T1	15	KIAA1107;5	1	primary	7
1	LN_SU_FLN2	15	KIAA1107;5	0	metastasis	7
0	primary_SU_T1	16	NEK2;MASP1	1	primary	7
1	LN_SU_FLN2	16	NEK2;MASP1	0	metastasis	7
0	primary_SU_T1	17	PLEKHG5;HAAO	1	primary	6
1	LN_SU_FLN2	17	PLEKHG5;HAAO	0	metastasis	6
0	primary_SU_T1	18	TRIM46;GAD2	0	primary	6
1	LN_SU_FLN2	18	TRIM46;GAD2	1	metastasis	6
0	primary_SU_T1	19	KMT2C	1	primary	5
1	LN_SU_FLN2	19	KMT2C	0	metastasis	5
0	primary_SU_T1	20	AHCTF1;XIRP2	1	primary	5
1	LN_SU_FLN2	20	AHCTF1;XIRP2	0	metastasis	5
