anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	primary_SU_T1	0	KEAP1;ASXL1	1	primary	350
1	LN_SU_FLN1	0	KEAP1;ASXL1	0	metastasis	350
0	primary_SU_T1	1	INPPL1	1	primary	60
1	LN_SU_FLN1	1	INPPL1	0	metastasis	60
0	primary_SU_T1	2	PMS1	0	primary	42
1	LN_SU_FLN1	2	PMS1	0	metastasis	42
0	primary_SU_T1	3	TBX3	0	primary	32
1	LN_SU_FLN1	3	TBX3	1	metastasis	32
0	primary_SU_T1	4	STK11	1	primary	27
1	LN_SU_FLN1	4	STK11	0	metastasis	27
0	primary_SU_T1	5	PIP5K1A;ELK4	1	primary	26
1	LN_SU_FLN1	5	PIP5K1A;ELK4	0	metastasis	26
0	primary_SU_T1	6	PLXNB2	1	primary	21
1	LN_SU_FLN1	6	PLXNB2	0	metastasis	21
0	primary_SU_T1	7	OR1C1;SNTG2	1	primary	18
1	LN_SU_FLN1	7	OR1C1;SNTG2	0	metastasis	18
0	primary_SU_T1	8	SPTA1	0	primary	14
1	LN_SU_FLN1	8	SPTA1	0	metastasis	14
0	primary_SU_T1	9	NSD1	1	primary	12
1	LN_SU_FLN1	9	NSD1	0	metastasis	12
0	primary_SU_T1	10	MDH1;VIL1	1	primary	11
1	LN_SU_FLN1	10	MDH1;VIL1	0	metastasis	11
0	primary_SU_T1	11	TET2;PTCH1	1	primary	10
1	LN_SU_FLN1	11	TET2;PTCH1	0	metastasis	10
0	primary_SU_T1	12	ILDR2;GAK	1	primary	10
1	LN_SU_FLN1	12	ILDR2;GAK	0	metastasis	10
0	primary_SU_T1	13	ATR	1	primary	9
1	LN_SU_FLN1	13	ATR	0	metastasis	9
0	primary_SU_T1	14	PKLR;EEF1B2	1	primary	7
1	LN_SU_FLN1	14	PKLR;EEF1B2	0	metastasis	7
0	primary_SU_T1	15	MACF1	1	primary	6
1	LN_SU_FLN1	15	MACF1	0	metastasis	6
0	primary_SU_T1	16	TBL1XR1	1	primary	6
1	LN_SU_FLN1	16	TBL1XR1	0	metastasis	6
0	primary_SU_T1	17	MARCH7;TMEM198	1	primary	5
1	LN_SU_FLN1	17	MARCH7;TMEM198	0	metastasis	5
0	primary_SU_T1	18	TOPBP1;EPHB1	1	primary	5
1	LN_SU_FLN1	18	TOPBP1;EPHB1	0	metastasis	5
