anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	primary_SU_T1	0	CYLD;PIK3CA	0	primary	413
1	metachronousMet_BR_T1.FR1	0	CYLD;PIK3CA	0	metastasis	413
2	LN_SU_FLN1	0	CYLD;PIK3CA	0	metastasis	413
0	primary_SU_T1	1	ATR	0	primary	24
1	metachronousMet_BR_T1.FR1	1	ATR	1	metastasis	24
2	LN_SU_FLN1	1	ATR	0	metastasis	24
0	primary_SU_T1	2	CASP9;TMEM39B	0	primary	23
1	metachronousMet_BR_T1.FR1	2	CASP9;TMEM39B	0	metastasis	23
2	LN_SU_FLN1	2	CASP9;TMEM39B	1	metastasis	23
0	primary_SU_T1	3	GNAS	1	primary	17
1	metachronousMet_BR_T1.FR1	3	GNAS	0	metastasis	17
2	LN_SU_FLN1	3	GNAS	0	metastasis	17
0	primary_SU_T1	4	CCDC141;FARP2	0	primary	15
1	metachronousMet_BR_T1.FR1	4	CCDC141;FARP2	1	metastasis	15
2	LN_SU_FLN1	4	CCDC141;FARP2	0	metastasis	15
0	primary_SU_T1	5	NF2	0	primary	9
1	metachronousMet_BR_T1.FR1	5	NF2	0	metastasis	9
2	LN_SU_FLN1	5	NF2	0	metastasis	9
0	primary_SU_T1	6	CACNA1E;AFAP1L1	0	primary	6
1	metachronousMet_BR_T1.FR1	6	CACNA1E;AFAP1L1	0	metastasis	6
2	LN_SU_FLN1	6	CACNA1E;AFAP1L1	1	metastasis	6
0	primary_SU_T1	7	ADAMTS4;KALRN	1	primary	5
1	metachronousMet_BR_T1.FR1	7	ADAMTS4;KALRN	0	metastasis	5
2	LN_SU_FLN1	7	ADAMTS4;KALRN	0	metastasis	5
