anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	primary_SU_T1	0	TP53;ZFHX3	0	primary	239
1	LN_SU_FLN1	0	TP53;ZFHX3	0	metastasis	239
0	primary_SU_T1	1	MACF1	1	primary	29
1	LN_SU_FLN1	1	MACF1	0	metastasis	29
0	primary_SU_T1	2	RUNX3;BMPR2	1	primary	12
1	LN_SU_FLN1	2	RUNX3;BMPR2	0	metastasis	12
0	primary_SU_T1	3	LAMB3;ZSWIM2	1	primary	11
1	LN_SU_FLN1	3	LAMB3;ZSWIM2	0	metastasis	11
0	primary_SU_T1	4	AGRN;VPS13D	1	primary	9
1	LN_SU_FLN1	4	AGRN;VPS13D	0	metastasis	9
0	primary_SU_T1	5	PUM1;OBSL1	1	primary	9
1	LN_SU_FLN1	5	PUM1;OBSL1	0	metastasis	9
0	primary_SU_T1	6	PHTF1;TNS1	0	primary	9
1	LN_SU_FLN1	6	PHTF1;TNS1	1	metastasis	9
0	primary_SU_T1	7	SLC35F3;IFT172	1	primary	9
1	LN_SU_FLN1	7	SLC35F3;IFT172	0	metastasis	9
0	primary_SU_T1	8	LMX1A;SLC6A6	1	primary	8
1	LN_SU_FLN1	8	LMX1A;SLC6A6	0	metastasis	8
0	primary_SU_T1	9	SESN2;CPB1	1	primary	7
1	LN_SU_FLN1	9	SESN2;CPB1	0	metastasis	7
0	primary_SU_T1	10	CCDC93;VWDE	1	primary	7
1	LN_SU_FLN1	10	CCDC93;VWDE	0	metastasis	7
0	primary_SU_T1	11	CRB1;CAPN14	1	primary	12
1	LN_SU_FLN1	11	CRB1;CAPN14	0	metastasis	12
0	primary_SU_T1	12	UBAP2L;COA6	1	primary	6
1	LN_SU_FLN1	12	UBAP2L;COA6	0	metastasis	6
0	primary_SU_T1	13	CRISP2;MCM7	1	primary	6
1	LN_SU_FLN1	13	CRISP2;MCM7	0	metastasis	6
0	primary_SU_T1	14	WDR3;SLC2A2	1	primary	5
1	LN_SU_FLN1	14	WDR3;SLC2A2	0	metastasis	5
0	primary_SU_T1	15	KIT	0	primary	5
1	LN_SU_FLN1	15	KIT	1	metastasis	5
0	primary_SU_T1	16	NEK11;RELN	1	primary	5
1	LN_SU_FLN1	16	NEK11;RELN	0	metastasis	5
0	primary_SU_T1	17	JMJD1C;CCDC78	1	primary	5
1	LN_SU_FLN1	17	JMJD1C;CCDC78	0	metastasis	5
0	primary_SU_T1	18	AGA;SNX14	1	primary	5
1	LN_SU_FLN1	18	AGA;SNX14	0	metastasis	5
