anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	primary_SU_T1	0	PDGFRA;PIK3CA	0	primary	397
1	LN_SU_FLN1	0	PDGFRA;PIK3CA	0	metastasis	397
2	LN_SU_FLN2	0	PDGFRA;PIK3CA	0	metastasis	397
0	primary_SU_T1	1	DICER1;H3F3A	0	primary	152
1	LN_SU_FLN1	1	DICER1;H3F3A	1	metastasis	152
2	LN_SU_FLN2	1	DICER1;H3F3A	0	metastasis	152
0	primary_SU_T1	2	MACF1;SMARCA4	0	primary	152
1	LN_SU_FLN1	2	MACF1;SMARCA4	0	metastasis	152
2	LN_SU_FLN2	2	MACF1;SMARCA4	0	metastasis	152
0	primary_SU_T1	3	ARID2;GRIN2D	0	primary	101
1	LN_SU_FLN1	3	ARID2;GRIN2D	0	metastasis	101
2	LN_SU_FLN2	3	ARID2;GRIN2D	1	metastasis	101
0	primary_SU_T1	4	NF2;MYH9	1	primary	53
1	LN_SU_FLN1	4	NF2;MYH9	0	metastasis	53
2	LN_SU_FLN2	4	NF2;MYH9	0	metastasis	53
0	primary_SU_T1	5	ACTRT2;MAGI3	0	primary	51
1	LN_SU_FLN1	5	ACTRT2;MAGI3	1	metastasis	51
2	LN_SU_FLN2	5	ACTRT2;MAGI3	0	metastasis	51
0	primary_SU_T1	6	FMO3;ATRAID	1	primary	14
1	LN_SU_FLN1	6	FMO3;ATRAID	0	metastasis	14
2	LN_SU_FLN2	6	FMO3;ATRAID	0	metastasis	14
0	primary_SU_T1	7	ZBTB17;PRADC1	1	primary	13
1	LN_SU_FLN1	7	ZBTB17;PRADC1	0	metastasis	13
2	LN_SU_FLN2	7	ZBTB17;PRADC1	0	metastasis	13
0	primary_SU_T1	8	RHOB	0	primary	10
1	LN_SU_FLN1	8	RHOB	0	metastasis	10
2	LN_SU_FLN2	8	RHOB	1	metastasis	10
0	primary_SU_T1	9	POLE	1	primary	8
1	LN_SU_FLN1	9	POLE	0	metastasis	8
2	LN_SU_FLN2	9	POLE	0	metastasis	8
0	primary_SU_T1	10	ADAMTS12;UCP2	1	primary	7
1	LN_SU_FLN1	10	ADAMTS12;UCP2	0	metastasis	7
2	LN_SU_FLN2	10	ADAMTS12;UCP2	0	metastasis	7
