anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	primary_SU_T1	0	COL5A1;HGF	1	primary	749
1	LN_SU_FLN1	0	COL5A1;HGF	1	metastasis	749
2	metachronousMet_MR_T1	0	COL5A1;HGF	1	metastasis	749
0	primary_SU_T1	1	WHSC1	0	primary	12
1	LN_SU_FLN1	1	WHSC1	1	metastasis	12
2	metachronousMet_MR_T1	1	WHSC1	0	metastasis	12
0	primary_SU_T1	2	BAI2;ARPC5	0	primary	11
1	LN_SU_FLN1	2	BAI2;ARPC5	0	metastasis	11
2	metachronousMet_MR_T1	2	BAI2;ARPC5	1	metastasis	11
0	primary_SU_T1	3	PSIP1	0	primary	10
1	LN_SU_FLN1	3	PSIP1	0	metastasis	10
2	metachronousMet_MR_T1	3	PSIP1	1	metastasis	10
0	primary_SU_T1	4	NDUFA10;GLCCI1	0	primary	7
1	LN_SU_FLN1	4	NDUFA10;GLCCI1	0	metastasis	7
2	metachronousMet_MR_T1	4	NDUFA10;GLCCI1	1	metastasis	7
0	primary_SU_T1	5	BACH2;BAZ1B	1	primary	6
1	LN_SU_FLN1	5	BACH2;BAZ1B	0	metastasis	6
2	metachronousMet_MR_T1	5	BACH2;BAZ1B	1	metastasis	6
0	primary_SU_T1	6	VANGL2;PARL	1	primary	6
1	LN_SU_FLN1	6	VANGL2;PARL	1	metastasis	6
2	metachronousMet_MR_T1	6	VANGL2;PARL	0	metastasis	6
0	primary_SU_T1	7	CELSR2;AGT	0	primary	5
1	LN_SU_FLN1	7	CELSR2;AGT	0	metastasis	5
2	metachronousMet_MR_T1	7	CELSR2;AGT	1	metastasis	5
0	primary_SU_T1	8	TTN;DOCK10	1	primary	5
1	LN_SU_FLN1	8	TTN;DOCK10	0	metastasis	5
2	metachronousMet_MR_T1	8	TTN;DOCK10	0	metastasis	5
