anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	primary_SU_T1	0	KEAP1;INPPL1	1	primary	1124
1	LN_SU_FLN1	0	KEAP1;INPPL1	0	metastasis	1124
0	primary_SU_T1	1	DNMT3A;CHD8	0	primary	52
1	LN_SU_FLN1	1	DNMT3A;CHD8	1	metastasis	52
0	primary_SU_T1	2	AK2;PTPRF	1	primary	50
1	LN_SU_FLN1	2	AK2;PTPRF	0	metastasis	50
0	primary_SU_T1	3	LATS1;ALK	0	primary	39
1	LN_SU_FLN1	3	LATS1;ALK	0	metastasis	39
0	primary_SU_T1	4	SARS;CADM3	1	primary	30
1	LN_SU_FLN1	4	SARS;CADM3	0	metastasis	30
0	primary_SU_T1	5	DNAJC8;PLA2R1	1	primary	22
1	LN_SU_FLN1	5	DNAJC8;PLA2R1	0	metastasis	22
0	primary_SU_T1	6	PDS5B	0	primary	22
1	LN_SU_FLN1	6	PDS5B	0	metastasis	22
0	primary_SU_T1	7	KLHL29;ZEB2	1	primary	11
1	LN_SU_FLN1	7	KLHL29;ZEB2	0	metastasis	11
0	primary_SU_T1	8	ARHGAP35	1	primary	11
1	LN_SU_FLN1	8	ARHGAP35	0	metastasis	11
0	primary_SU_T1	9	HDAC1;METTL13	1	primary	9
1	LN_SU_FLN1	9	HDAC1;METTL13	0	metastasis	9
0	primary_SU_T1	10	KPRP;COL6A3	1	primary	9
1	LN_SU_FLN1	10	KPRP;COL6A3	0	metastasis	9
0	primary_SU_T1	11	XDH;FAP	1	primary	8
1	LN_SU_FLN1	11	XDH;FAP	0	metastasis	8
0	primary_SU_T1	12	KRAS	1	primary	6
1	LN_SU_FLN1	12	KRAS	0	metastasis	6
0	primary_SU_T1	13	APOB	0	primary	5
1	LN_SU_FLN1	13	APOB	1	metastasis	5
0	primary_SU_T1	14	ANKRD35;RGS7	0	primary	5
1	LN_SU_FLN1	14	ANKRD35;RGS7	1	metastasis	5
0	primary_SU_T1	15	GABRA6	1	primary	5
1	LN_SU_FLN1	15	GABRA6	0	metastasis	5
