anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	primary_SU_T1	0	ATR;MAP2K4	0	primary	405
1	LN_SU_FLN2	0	ATR;MAP2K4	0	metastasis	405
2	LN_SU_FLN1	0	ATR;MAP2K4	0	metastasis	405
0	primary_SU_T1	1	OR6K6;KIF21B	1	primary	13
1	LN_SU_FLN2	1	OR6K6;KIF21B	0	metastasis	13
2	LN_SU_FLN1	1	OR6K6;KIF21B	0	metastasis	13
0	primary_SU_T1	2	PRKD3;RP11-889L3.1	1	primary	10
1	LN_SU_FLN2	2	PRKD3;RP11-889L3.1	0	metastasis	10
2	LN_SU_FLN1	2	PRKD3;RP11-889L3.1	0	metastasis	10
0	primary_SU_T1	3	ZNHIT6;RNF150	1	primary	8
1	LN_SU_FLN2	3	ZNHIT6;RNF150	0	metastasis	8
2	LN_SU_FLN1	3	ZNHIT6;RNF150	0	metastasis	8
0	primary_SU_T1	4	TRIM67;C5orf34	1	primary	8
1	LN_SU_FLN2	4	TRIM67;C5orf34	1	metastasis	8
2	LN_SU_FLN1	4	TRIM67;C5orf34	0	metastasis	8
0	primary_SU_T1	5	DNAJB8;SIL1	0	primary	7
1	LN_SU_FLN2	5	DNAJB8;SIL1	0	metastasis	7
2	LN_SU_FLN1	5	DNAJB8;SIL1	1	metastasis	7
