anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	primary_SU_T1	0	TP53;MGA	1	primary	91
1	LN_SU_FLN4	0	TP53;MGA	0	metastasis	91
0	primary_SU_T1	1	TSC2;RQCD1	0	primary	65
1	LN_SU_FLN4	1	TSC2;RQCD1	0	metastasis	65
0	primary_SU_T1	2	SMARCA4	0	primary	48
1	LN_SU_FLN4	2	SMARCA4	1	metastasis	48
0	primary_SU_T1	3	DRAXIN;SYF2	0	primary	13
1	LN_SU_FLN4	3	DRAXIN;SYF2	0	metastasis	13
0	primary_SU_T1	4	KIAA0907;FMO6P	1	primary	13
1	LN_SU_FLN4	4	KIAA0907;FMO6P	0	metastasis	13
0	primary_SU_T1	5	VANGL1;REN	1	primary	11
1	LN_SU_FLN4	5	VANGL1;REN	0	metastasis	11
0	primary_SU_T1	6	CTNNB1	1	primary	11
1	LN_SU_FLN4	6	CTNNB1	0	metastasis	11
0	primary_SU_T1	7	MAST2;CAPN2	1	primary	10
1	LN_SU_FLN4	7	MAST2;CAPN2	0	metastasis	10
0	primary_SU_T1	8	ZNF512;ATF2	1	primary	10
1	LN_SU_FLN4	8	ZNF512;ATF2	0	metastasis	10
0	primary_SU_T1	9	AMER3;R3HDM1	1	primary	9
1	LN_SU_FLN4	9	AMER3;R3HDM1	0	metastasis	9
0	primary_SU_T1	10	BOLL;SHOX2	1	primary	8
1	LN_SU_FLN4	10	BOLL;SHOX2	0	metastasis	8
0	primary_SU_T1	11	PPP1R8;USH2A	1	primary	7
1	LN_SU_FLN4	11	PPP1R8;USH2A	0	metastasis	7
0	primary_SU_T1	12	FMN2;CCDC162P	1	primary	5
1	LN_SU_FLN4	12	FMN2;CCDC162P	0	metastasis	5
