anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	primary_SU_T1	0	TP53;ARHGAP35	1	primary	469
1	metachronousMet_BR_LN1	0	TP53;ARHGAP35	0	metastasis	469
0	primary_SU_T1	1	FGFR3	0	primary	44
1	metachronousMet_BR_LN1	1	FGFR3	1	metastasis	44
0	primary_SU_T1	2	KIF1B;HIVEP3	0	primary	31
1	metachronousMet_BR_LN1	2	KIF1B;HIVEP3	1	metastasis	31
0	primary_SU_T1	3	APC	1	primary	28
1	metachronousMet_BR_LN1	3	APC	0	metastasis	28
0	primary_SU_T1	4	MEGF6;TNFRSF1B	1	primary	26
1	metachronousMet_BR_LN1	4	MEGF6;TNFRSF1B	0	metastasis	26
0	primary_SU_T1	5	B2M;ERBB4	1	primary	17
1	metachronousMet_BR_LN1	5	B2M;ERBB4	0	metastasis	17
0	primary_SU_T1	6	ARID1A	1	primary	15
1	metachronousMet_BR_LN1	6	ARID1A	1	metastasis	15
0	primary_SU_T1	7	NOTCH1	0	primary	10
1	metachronousMet_BR_LN1	7	NOTCH1	1	metastasis	10
0	primary_SU_T1	8	FHAD1;SENP2	0	primary	9
1	metachronousMet_BR_LN1	8	FHAD1;SENP2	1	metastasis	9
0	primary_SU_T1	9	POLR3C;HNRNPDL	0	primary	5
1	metachronousMet_BR_LN1	9	POLR3C;HNRNPDL	1	metastasis	5
0	primary_SU_T1	10	PCDHGA2;GRM6	1	primary	5
1	metachronousMet_BR_LN1	10	PCDHGA2;GRM6	0	metastasis	5
