anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	LN_SU_LN1	0	ABL1;COL5A1	0	metastasis	148
1	LN_SU_LN2	0	ABL1;COL5A1	0	metastasis	148
2	LN_SU_LN3	0	ABL1;COL5A1	0	metastasis	148
3	primary_SU_T1	0	ABL1;COL5A1	0	primary	148
4	LN_SU_FLN1	0	ABL1;COL5A1	0	metastasis	148
5	metachronousMet_BR_LN1	0	ABL1;COL5A1	0	metastasis	148
0	LN_SU_LN1	1	CNBD1;MET	0	metastasis	58
1	LN_SU_LN2	1	CNBD1;MET	0	metastasis	58
2	LN_SU_LN3	1	CNBD1;MET	1	metastasis	58
3	primary_SU_T1	1	CNBD1;MET	0	primary	58
4	LN_SU_FLN1	1	CNBD1;MET	0	metastasis	58
5	metachronousMet_BR_LN1	1	CNBD1;MET	0	metastasis	58
0	LN_SU_LN1	2	KIAA1324;RASAL2	0	metastasis	33
1	LN_SU_LN2	2	KIAA1324;RASAL2	0	metastasis	33
2	LN_SU_LN3	2	KIAA1324;RASAL2	0	metastasis	33
3	primary_SU_T1	2	KIAA1324;RASAL2	1	primary	33
4	LN_SU_FLN1	2	KIAA1324;RASAL2	0	metastasis	33
5	metachronousMet_BR_LN1	2	KIAA1324;RASAL2	0	metastasis	33
0	LN_SU_LN1	3	TTC34;LRRIQ3	0	metastasis	28
1	LN_SU_LN2	3	TTC34;LRRIQ3	0	metastasis	28
2	LN_SU_LN3	3	TTC34;LRRIQ3	0	metastasis	28
3	primary_SU_T1	3	TTC34;LRRIQ3	0	primary	28
4	LN_SU_FLN1	3	TTC34;LRRIQ3	0	metastasis	28
5	metachronousMet_BR_LN1	3	TTC34;LRRIQ3	0	metastasis	28
0	LN_SU_LN1	4	GPS2	0	metastasis	24
1	LN_SU_LN2	4	GPS2	0	metastasis	24
2	LN_SU_LN3	4	GPS2	0	metastasis	24
3	primary_SU_T1	4	GPS2	1	primary	24
4	LN_SU_FLN1	4	GPS2	0	metastasis	24
5	metachronousMet_BR_LN1	4	GPS2	0	metastasis	24
0	LN_SU_LN1	5	UBR4;TXLNA	0	metastasis	22
1	LN_SU_LN2	5	UBR4;TXLNA	0	metastasis	22
2	LN_SU_LN3	5	UBR4;TXLNA	0	metastasis	22
3	primary_SU_T1	5	UBR4;TXLNA	1	primary	22
4	LN_SU_FLN1	5	UBR4;TXLNA	0	metastasis	22
5	metachronousMet_BR_LN1	5	UBR4;TXLNA	0	metastasis	22
0	LN_SU_LN1	6	ADAR;ACTN2	0	metastasis	21
1	LN_SU_LN2	6	ADAR;ACTN2	0	metastasis	21
2	LN_SU_LN3	6	ADAR;ACTN2	0	metastasis	21
3	primary_SU_T1	6	ADAR;ACTN2	1	primary	21
4	LN_SU_FLN1	6	ADAR;ACTN2	0	metastasis	21
5	metachronousMet_BR_LN1	6	ADAR;ACTN2	0	metastasis	21
0	LN_SU_LN1	7	PTPRF;PGLYRP3	0	metastasis	20
1	LN_SU_LN2	7	PTPRF;PGLYRP3	0	metastasis	20
2	LN_SU_LN3	7	PTPRF;PGLYRP3	0	metastasis	20
3	primary_SU_T1	7	PTPRF;PGLYRP3	1	primary	20
4	LN_SU_FLN1	7	PTPRF;PGLYRP3	0	metastasis	20
5	metachronousMet_BR_LN1	7	PTPRF;PGLYRP3	0	metastasis	20
0	LN_SU_LN1	8	CHD8;POLQ	0	metastasis	19
1	LN_SU_LN2	8	CHD8;POLQ	0	metastasis	19
2	LN_SU_LN3	8	CHD8;POLQ	0	metastasis	19
3	primary_SU_T1	8	CHD8;POLQ	0	primary	19
4	LN_SU_FLN1	8	CHD8;POLQ	0	metastasis	19
5	metachronousMet_BR_LN1	8	CHD8;POLQ	1	metastasis	19
0	LN_SU_LN1	9	BAI2;COL24A1	0	metastasis	16
1	LN_SU_LN2	9	BAI2;COL24A1	0	metastasis	16
2	LN_SU_LN3	9	BAI2;COL24A1	0	metastasis	16
3	primary_SU_T1	9	BAI2;COL24A1	1	primary	16
4	LN_SU_FLN1	9	BAI2;COL24A1	0	metastasis	16
5	metachronousMet_BR_LN1	9	BAI2;COL24A1	0	metastasis	16
0	LN_SU_LN1	10	ASTN1;RP11-634B7.4	0	metastasis	15
1	LN_SU_LN2	10	ASTN1;RP11-634B7.4	0	metastasis	15
2	LN_SU_LN3	10	ASTN1;RP11-634B7.4	0	metastasis	15
3	primary_SU_T1	10	ASTN1;RP11-634B7.4	1	primary	15
4	LN_SU_FLN1	10	ASTN1;RP11-634B7.4	0	metastasis	15
5	metachronousMet_BR_LN1	10	ASTN1;RP11-634B7.4	0	metastasis	15
0	LN_SU_LN1	11	USH2A;SRBD1	0	metastasis	13
1	LN_SU_LN2	11	USH2A;SRBD1	0	metastasis	13
2	LN_SU_LN3	11	USH2A;SRBD1	0	metastasis	13
3	primary_SU_T1	11	USH2A;SRBD1	1	primary	13
4	LN_SU_FLN1	11	USH2A;SRBD1	0	metastasis	13
5	metachronousMet_BR_LN1	11	USH2A;SRBD1	0	metastasis	13
0	LN_SU_LN1	12	PPIE;CSMD3	0	metastasis	11
1	LN_SU_LN2	12	PPIE;CSMD3	0	metastasis	11
2	LN_SU_LN3	12	PPIE;CSMD3	0	metastasis	11
3	primary_SU_T1	12	PPIE;CSMD3	1	primary	11
4	LN_SU_FLN1	12	PPIE;CSMD3	0	metastasis	11
5	metachronousMet_BR_LN1	12	PPIE;CSMD3	0	metastasis	11
0	LN_SU_LN1	13	OXER1;CAND2	0	metastasis	9
1	LN_SU_LN2	13	OXER1;CAND2	0	metastasis	9
2	LN_SU_LN3	13	OXER1;CAND2	0	metastasis	9
3	primary_SU_T1	13	OXER1;CAND2	1	primary	9
4	LN_SU_FLN1	13	OXER1;CAND2	0	metastasis	9
5	metachronousMet_BR_LN1	13	OXER1;CAND2	0	metastasis	9
0	LN_SU_LN1	14	GABRA6	0	metastasis	8
1	LN_SU_LN2	14	GABRA6	0	metastasis	8
2	LN_SU_LN3	14	GABRA6	0	metastasis	8
3	primary_SU_T1	14	GABRA6	1	primary	8
4	LN_SU_FLN1	14	GABRA6	0	metastasis	8
5	metachronousMet_BR_LN1	14	GABRA6	0	metastasis	8
0	LN_SU_LN1	15	HS2ST1;GON4L	0	metastasis	7
1	LN_SU_LN2	15	HS2ST1;GON4L	0	metastasis	7
2	LN_SU_LN3	15	HS2ST1;GON4L	0	metastasis	7
3	primary_SU_T1	15	HS2ST1;GON4L	1	primary	7
4	LN_SU_FLN1	15	HS2ST1;GON4L	0	metastasis	7
5	metachronousMet_BR_LN1	15	HS2ST1;GON4L	0	metastasis	7
0	LN_SU_LN1	16	SLC2A1;MYSM1	0	metastasis	7
1	LN_SU_LN2	16	SLC2A1;MYSM1	0	metastasis	7
2	LN_SU_LN3	16	SLC2A1;MYSM1	0	metastasis	7
3	primary_SU_T1	16	SLC2A1;MYSM1	1	primary	7
4	LN_SU_FLN1	16	SLC2A1;MYSM1	0	metastasis	7
5	metachronousMet_BR_LN1	16	SLC2A1;MYSM1	0	metastasis	7
0	LN_SU_LN1	17	SF3B4;CAMKV	0	metastasis	7
1	LN_SU_LN2	17	SF3B4;CAMKV	0	metastasis	7
2	LN_SU_LN3	17	SF3B4;CAMKV	0	metastasis	7
3	primary_SU_T1	17	SF3B4;CAMKV	0	primary	7
4	LN_SU_FLN1	17	SF3B4;CAMKV	0	metastasis	7
5	metachronousMet_BR_LN1	17	SF3B4;CAMKV	1	metastasis	7
0	LN_SU_LN1	18	CHIT1;OR5H15	0	metastasis	7
1	LN_SU_LN2	18	CHIT1;OR5H15	0	metastasis	7
2	LN_SU_LN3	18	CHIT1;OR5H15	0	metastasis	7
3	primary_SU_T1	18	CHIT1;OR5H15	1	primary	7
4	LN_SU_FLN1	18	CHIT1;OR5H15	0	metastasis	7
