anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	primary_SU_T1	0	ATR;SETD2	0	primary	465
1	LN_SU_FLN1	0	ATR;SETD2	0	metastasis	465
2	LN_SU_FLN2	0	ATR;SETD2	1	metastasis	465
0	primary_SU_T1	1	PIK3CG;ZFP36L1	1	primary	350
1	LN_SU_FLN1	1	PIK3CG;ZFP36L1	0	metastasis	350
2	LN_SU_FLN2	1	PIK3CG;ZFP36L1	0	metastasis	350
0	primary_SU_T1	2	PIK3CA;KRAS	0	primary	187
1	LN_SU_FLN1	2	PIK3CA;KRAS	0	metastasis	187
2	LN_SU_FLN2	2	PIK3CA;KRAS	0	metastasis	187
0	primary_SU_T1	3	CDK12;SF3B1	1	primary	167
1	LN_SU_FLN1	3	CDK12;SF3B1	0	metastasis	167
2	LN_SU_FLN2	3	CDK12;SF3B1	0	metastasis	167
0	primary_SU_T1	4	KIF1A;ZFP36L1	0	primary	129
1	LN_SU_FLN1	4	KIF1A;ZFP36L1	0	metastasis	129
2	LN_SU_FLN2	4	KIF1A;ZFP36L1	0	metastasis	129
0	primary_SU_T1	5	KMT2C;PTEN	1	primary	127
1	LN_SU_FLN1	5	KMT2C;PTEN	0	metastasis	127
2	LN_SU_FLN2	5	KMT2C;PTEN	0	metastasis	127
0	primary_SU_T1	6	KMT2B;SF1	1	primary	116
1	LN_SU_FLN1	6	KMT2B;SF1	0	metastasis	116
2	LN_SU_FLN2	6	KMT2B;SF1	0	metastasis	116
0	primary_SU_T1	7	PTPRC	1	primary	88
1	LN_SU_FLN1	7	PTPRC	0	metastasis	88
2	LN_SU_FLN2	7	PTPRC	0	metastasis	88
0	primary_SU_T1	8	PTPRD;IL6ST	1	primary	86
1	LN_SU_FLN1	8	PTPRD;IL6ST	0	metastasis	86
2	LN_SU_FLN2	8	PTPRD;IL6ST	0	metastasis	86
0	primary_SU_T1	9	LZTR1;SMARCA4	1	primary	73
1	LN_SU_FLN1	9	LZTR1;SMARCA4	0	metastasis	73
2	LN_SU_FLN2	9	LZTR1;SMARCA4	0	metastasis	73
0	primary_SU_T1	10	NPHP4;MYCL	0	primary	63
1	LN_SU_FLN1	10	NPHP4;MYCL	0	metastasis	63
2	LN_SU_FLN2	10	NPHP4;MYCL	0	metastasis	63
0	primary_SU_T1	11	FAT1	1	primary	54
1	LN_SU_FLN1	11	FAT1	0	metastasis	54
2	LN_SU_FLN2	11	FAT1	0	metastasis	54
0	primary_SU_T1	12	1;CCDC28B	1	primary	53
1	LN_SU_FLN1	12	1;CCDC28B	0	metastasis	53
2	LN_SU_FLN2	12	1;CCDC28B	0	metastasis	53
0	primary_SU_T1	13	PTCHD2;UBR4	0	primary	38
1	LN_SU_FLN1	13	PTCHD2;UBR4	1	metastasis	38
2	LN_SU_FLN2	13	PTCHD2;UBR4	0	metastasis	38
0	primary_SU_T1	14	PRKAR1A	1	primary	37
1	LN_SU_FLN1	14	PRKAR1A	0	metastasis	37
2	LN_SU_FLN2	14	PRKAR1A	0	metastasis	37
0	primary_SU_T1	15	CHD1L;MPZL1	0	primary	37
1	LN_SU_FLN1	15	CHD1L;MPZL1	0	metastasis	37
2	LN_SU_FLN2	15	CHD1L;MPZL1	0	metastasis	37
0	primary_SU_T1	16	IL12RB2;MCOLN3	0	primary	21
1	LN_SU_FLN1	16	IL12RB2;MCOLN3	0	metastasis	21
2	LN_SU_FLN2	16	IL12RB2;MCOLN3	0	metastasis	21
0	primary_SU_T1	17	SCNN1D;TRIM46	1	primary	17
1	LN_SU_FLN1	17	SCNN1D;TRIM46	0	metastasis	17
2	LN_SU_FLN2	17	SCNN1D;TRIM46	0	metastasis	17
0	primary_SU_T1	18	CHD8	1	primary	16
1	LN_SU_FLN1	18	CHD8	0	metastasis	16
2	LN_SU_FLN2	18	CHD8	0	metastasis	16
0	primary_SU_T1	19	IPP;TMOD4	0	primary	14
1	LN_SU_FLN1	19	IPP;TMOD4	1	metastasis	14
2	LN_SU_FLN2	19	IPP;TMOD4	0	metastasis	14
0	primary_SU_T1	20	LMX1A;HOXD8	0	primary	8
1	LN_SU_FLN1	20	LMX1A;HOXD8	0	metastasis	8
2	LN_SU_FLN2	20	LMX1A;HOXD8	1	metastasis	8
0	primary_SU_T1	21	GTF2B;DST	1	primary	8
1	LN_SU_FLN1	21	GTF2B;DST	0	metastasis	8
2	LN_SU_FLN2	21	GTF2B;DST	0	metastasis	8
