anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	primary_SU_T1	0	KEAP1;MUC6	1	primary	190
1	LN_SU_FLN1	0	KEAP1;MUC6	0	metastasis	190
2	LN_SU_FLN2	0	KEAP1;MUC6	0	metastasis	190
0	primary_SU_T1	1	TLR4;EPHA3	1	primary	36
1	LN_SU_FLN1	1	TLR4;EPHA3	0	metastasis	36
2	LN_SU_FLN2	1	TLR4;EPHA3	0	metastasis	36
0	primary_SU_T1	2	MSH2	1	primary	21
1	LN_SU_FLN1	2	MSH2	0	metastasis	21
2	LN_SU_FLN2	2	MSH2	0	metastasis	21
0	primary_SU_T1	3	KAZN;CLSPN	0	primary	15
1	LN_SU_FLN1	3	KAZN;CLSPN	0	metastasis	15
2	LN_SU_FLN2	3	KAZN;CLSPN	1	metastasis	15
0	primary_SU_T1	4	STK11	1	primary	12
1	LN_SU_FLN1	4	STK11	0	metastasis	12
2	LN_SU_FLN2	4	STK11	0	metastasis	12
0	primary_SU_T1	5	NPL;DZIP3	0	primary	9
1	LN_SU_FLN1	5	NPL;DZIP3	1	metastasis	9
2	LN_SU_FLN2	5	NPL;DZIP3	0	metastasis	9
0	primary_SU_T1	6	PSIP1	0	primary	9
1	LN_SU_FLN1	6	PSIP1	0	metastasis	9
2	LN_SU_FLN2	6	PSIP1	1	metastasis	9
