anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	primary_SU_T1	0	ABL1;ELF3	0	primary	377
1	metachronousMet_BR_FLN1	0	ABL1;ELF3	0	metastasis	377
0	primary_SU_T1	1	CREBBP;PTEN	1	primary	58
1	metachronousMet_BR_FLN1	1	CREBBP;PTEN	0	metastasis	58
0	primary_SU_T1	2	CHD5;ZBTB17	0	primary	23
1	metachronousMet_BR_FLN1	2	CHD5;ZBTB17	1	metastasis	23
0	primary_SU_T1	3	SLC5A9;CD1C	1	primary	17
1	metachronousMet_BR_FLN1	3	SLC5A9;CD1C	0	metastasis	17
0	primary_SU_T1	4	KIF1B;SYPL2	1	primary	15
1	metachronousMet_BR_FLN1	4	KIF1B;SYPL2	0	metastasis	15
0	primary_SU_T1	5	UBE2T;UBE2T	1	primary	12
1	metachronousMet_BR_FLN1	5	UBE2T;UBE2T	0	metastasis	12
0	primary_SU_T1	6	NT5C1A;FAM173B	1	primary	8
1	metachronousMet_BR_FLN1	6	NT5C1A;FAM173B	0	metastasis	8
0	primary_SU_T1	7	EFCAB4A;OXGR1	0	primary	7
1	metachronousMet_BR_FLN1	7	EFCAB4A;OXGR1	1	metastasis	7
0	primary_SU_T1	8	OCLN;DBH	1	primary	5
1	metachronousMet_BR_FLN1	8	OCLN;DBH	0	metastasis	5
