anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	LN_SU_LN1	0	KEAP1;PAX5	1	metastasis	700
1	primary_SU_T1	0	KEAP1;PAX5	1	primary	700
2	LN_SU_FLN1	0	KEAP1;PAX5	1	metastasis	700
0	LN_SU_LN1	1	CYP20A1;RP11-766F14.2	0	metastasis	9
1	primary_SU_T1	1	CYP20A1;RP11-766F14.2	1	primary	9
2	LN_SU_FLN1	1	CYP20A1;RP11-766F14.2	0	metastasis	9
0	LN_SU_LN1	2	CARD11	1	metastasis	8
1	primary_SU_T1	2	CARD11	0	primary	8
2	LN_SU_FLN1	2	CARD11	1	metastasis	8
0	LN_SU_LN1	3	FN1;EIF4E2	0	metastasis	8
1	primary_SU_T1	3	FN1;EIF4E2	1	primary	8
2	LN_SU_FLN1	3	FN1;EIF4E2	0	metastasis	8
0	LN_SU_LN1	4	ZNF644;SH3YL1	0	metastasis	7
1	primary_SU_T1	4	ZNF644;SH3YL1	1	primary	7
2	LN_SU_FLN1	4	ZNF644;SH3YL1	0	metastasis	7
0	LN_SU_LN1	5	ZBTB41;SCG2	0	metastasis	7
1	primary_SU_T1	5	ZBTB41;SCG2	1	primary	7
2	LN_SU_FLN1	5	ZBTB41;SCG2	0	metastasis	7
0	LN_SU_LN1	6	ARHGAP30;RP11-766F14.2	1	metastasis	6
1	primary_SU_T1	6	ARHGAP30;RP11-766F14.2	0	primary	6
2	LN_SU_FLN1	6	ARHGAP30;RP11-766F14.2	1	metastasis	6
