anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	primary_SU_T1	0	ARID2;ERBB2	1	primary	96
1	LN_SU_FLN1	0	ARID2;ERBB2	0	metastasis	96
0	primary_SU_T1	1	EPHA2	0	primary	20
1	LN_SU_FLN1	1	EPHA2	0	metastasis	20
0	primary_SU_T1	2	SWT1;EPHB1	1	primary	14
1	LN_SU_FLN1	2	SWT1;EPHB1	0	metastasis	14
0	primary_SU_T1	3	OR11L1;MRPL33	1	primary	13
1	LN_SU_FLN1	3	OR11L1;MRPL33	0	metastasis	13
0	primary_SU_T1	4	CD5L;EIF2B4	0	primary	9
1	LN_SU_FLN1	4	CD5L;EIF2B4	1	metastasis	9
0	primary_SU_T1	5	AC079354.1;MMS22L	1	primary	9
1	LN_SU_FLN1	5	AC079354.1;MMS22L	0	metastasis	9
0	primary_SU_T1	6	CSMD2;MAP10	1	primary	8
1	LN_SU_FLN1	6	CSMD2;MAP10	0	metastasis	8
0	primary_SU_T1	7	APOB	1	primary	7
1	LN_SU_FLN1	7	APOB	0	metastasis	7
0	primary_SU_T1	8	ITPKB;JAKMIP1	1	primary	7
1	LN_SU_FLN1	8	ITPKB;JAKMIP1	0	metastasis	7
0	primary_SU_T1	9	MAP3K1;PLXNB2	1	primary	6
1	LN_SU_FLN1	9	MAP3K1;PLXNB2	0	metastasis	6
0	primary_SU_T1	10	SPATS2L;ROBO2	1	primary	6
1	LN_SU_FLN1	10	SPATS2L;ROBO2	0	metastasis	6
0	primary_SU_T1	11	CYP1B1;TTN	1	primary	5
1	LN_SU_FLN1	11	CYP1B1;TTN	0	metastasis	5
