anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	LN_SU_LN1	0	PLXNB2;HIST1H1C	0	metastasis	232
1	primary_SU_T1	0	PLXNB2;HIST1H1C	0	primary	232
2	LN_SU_FLN1	0	PLXNB2;HIST1H1C	0	metastasis	232
0	LN_SU_LN1	1	EPAS1;PIK3CG	0	metastasis	109
1	primary_SU_T1	1	EPAS1;PIK3CG	1	primary	109
2	LN_SU_FLN1	1	EPAS1;PIK3CG	0	metastasis	109
0	LN_SU_LN1	2	ATR;ATM	0	metastasis	86
1	primary_SU_T1	2	ATR;ATM	1	primary	86
2	LN_SU_FLN1	2	ATR;ATM	0	metastasis	86
0	LN_SU_LN1	3	MACF1;TGIF1	0	metastasis	72
1	primary_SU_T1	3	MACF1;TGIF1	1	primary	72
2	LN_SU_FLN1	3	MACF1;TGIF1	0	metastasis	72
0	LN_SU_LN1	4	CYLD;PBRM1	0	metastasis	47
1	primary_SU_T1	4	CYLD;PBRM1	1	primary	47
2	LN_SU_FLN1	4	CYLD;PBRM1	0	metastasis	47
0	LN_SU_LN1	5	SPTA1	0	metastasis	35
1	primary_SU_T1	5	SPTA1	1	primary	35
2	LN_SU_FLN1	5	SPTA1	0	metastasis	35
0	LN_SU_LN1	6	ZNF362;HEATR1	0	metastasis	27
1	primary_SU_T1	6	ZNF362;HEATR1	0	primary	27
2	LN_SU_FLN1	6	ZNF362;HEATR1	0	metastasis	27
0	LN_SU_LN1	7	NF1	0	metastasis	26
1	primary_SU_T1	7	NF1	0	primary	26
2	LN_SU_FLN1	7	NF1	0	metastasis	26
0	LN_SU_LN1	8	BRCA1;CDH1	0	metastasis	22
1	primary_SU_T1	8	BRCA1;CDH1	0	primary	22
2	LN_SU_FLN1	8	BRCA1;CDH1	1	metastasis	22
0	LN_SU_LN1	9	HTR6;C2orf42	0	metastasis	20
1	primary_SU_T1	9	HTR6;C2orf42	0	primary	20
2	LN_SU_FLN1	9	HTR6;C2orf42	0	metastasis	20
0	LN_SU_LN1	10	SLC45A1;UGP2	0	metastasis	19
1	primary_SU_T1	10	SLC45A1;UGP2	1	primary	19
2	LN_SU_FLN1	10	SLC45A1;UGP2	0	metastasis	19
0	LN_SU_LN1	11	NOTCH1	0	metastasis	19
1	primary_SU_T1	11	NOTCH1	1	primary	19
2	LN_SU_FLN1	11	NOTCH1	0	metastasis	19
0	LN_SU_LN1	12	KLHDC7A;POU4F2	0	metastasis	18
1	primary_SU_T1	12	KLHDC7A;POU4F2	1	primary	18
2	LN_SU_FLN1	12	KLHDC7A;POU4F2	0	metastasis	18
0	LN_SU_LN1	13	RRP15;VIT	0	metastasis	16
1	primary_SU_T1	13	RRP15;VIT	1	primary	16
2	LN_SU_FLN1	13	RRP15;VIT	0	metastasis	16
0	LN_SU_LN1	14	TCF12	0	metastasis	14
1	primary_SU_T1	14	TCF12	1	primary	14
2	LN_SU_FLN1	14	TCF12	0	metastasis	14
0	LN_SU_LN1	15	CASP8	0	metastasis	14
1	primary_SU_T1	15	CASP8	1	primary	14
2	LN_SU_FLN1	15	CASP8	0	metastasis	14
0	LN_SU_LN1	16	EYA3;ATP2B4	0	metastasis	13
1	primary_SU_T1	16	EYA3;ATP2B4	1	primary	13
2	LN_SU_FLN1	16	EYA3;ATP2B4	0	metastasis	13
0	LN_SU_LN1	17	BAP1;BCL2L11	0	metastasis	12
1	primary_SU_T1	17	BAP1;BCL2L11	1	primary	12
2	LN_SU_FLN1	17	BAP1;BCL2L11	0	metastasis	12
0	LN_SU_LN1	18	ACTRT2;OBSCN	0	metastasis	8
1	primary_SU_T1	18	ACTRT2;OBSCN	1	primary	8
2	LN_SU_FLN1	18	ACTRT2;OBSCN	0	metastasis	8
0	LN_SU_LN1	19	TRIM67;EDEM1	0	metastasis	8
1	primary_SU_T1	19	TRIM67;EDEM1	1	primary	8
2	LN_SU_FLN1	19	TRIM67;EDEM1	0	metastasis	8
0	LN_SU_LN1	20	JARID2;SPTLC1	1	metastasis	6
1	primary_SU_T1	20	JARID2;SPTLC1	0	primary	6
2	LN_SU_FLN1	20	JARID2;SPTLC1	1	metastasis	6
0	LN_SU_LN1	21	ATOH8;PPP1R16A	0	metastasis	6
1	primary_SU_T1	21	ATOH8;PPP1R16A	1	primary	6
2	LN_SU_FLN1	21	ATOH8;PPP1R16A	0	metastasis	6
0	LN_SU_LN1	22	EIF2B5;ANK2	0	metastasis	6
1	primary_SU_T1	22	EIF2B5;ANK2	1	primary	6
2	LN_SU_FLN1	22	EIF2B5;ANK2	0	metastasis	6
0	LN_SU_LN1	23	ATM	0	metastasis	6
1	primary_SU_T1	23	ATM	1	primary	6
2	LN_SU_FLN1	23	ATM	0	metastasis	6
