anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	primary_SU_T1	0	KEAP1;JAK1	1	primary	499
1	LN_SU_FLN1	0	KEAP1;JAK1	0	metastasis	499
0	primary_SU_T1	1	PTCH1;FAT1	1	primary	64
1	LN_SU_FLN1	1	PTCH1;FAT1	0	metastasis	64
0	primary_SU_T1	2	APC	1	primary	50
1	LN_SU_FLN1	2	APC	0	metastasis	50
0	primary_SU_T1	3	PTPRC	1	primary	16
1	LN_SU_FLN1	3	PTPRC	0	metastasis	16
0	primary_SU_T1	4	NKAIN1;KIAA1841	0	primary	14
1	LN_SU_FLN1	4	NKAIN1;KIAA1841	1	metastasis	14
0	primary_SU_T1	5	DCAF8;LRP1B	1	primary	13
1	LN_SU_FLN1	5	DCAF8;LRP1B	0	metastasis	13
0	primary_SU_T1	6	GLTPD1;C1orf173	1	primary	11
1	LN_SU_FLN1	6	GLTPD1;C1orf173	0	metastasis	11
0	primary_SU_T1	7	IDH2;RNF43	1	primary	8
1	LN_SU_FLN1	7	IDH2;RNF43	0	metastasis	8
