anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	LN_SU_LN1	0	MAP2K4;COL5A1	0	metastasis	954
1	primary_SU_T1	0	MAP2K4;COL5A1	1	primary	954
2	LN_SU_FLN2	0	MAP2K4;COL5A1	0	metastasis	954
3	LN_SU_FLN1	0	MAP2K4;COL5A1	0	metastasis	954
0	LN_SU_LN1	1	HGF;DICER1	0	metastasis	17
1	primary_SU_T1	1	HGF;DICER1	1	primary	17
2	LN_SU_FLN2	1	HGF;DICER1	0	metastasis	17
3	LN_SU_FLN1	1	HGF;DICER1	0	metastasis	17
0	LN_SU_LN1	2	GPAT2;ROBO2	1	metastasis	9
1	primary_SU_T1	2	GPAT2;ROBO2	0	primary	9
2	LN_SU_FLN2	2	GPAT2;ROBO2	1	metastasis	9
3	LN_SU_FLN1	2	GPAT2;ROBO2	1	metastasis	9
0	LN_SU_LN1	3	TTN;SPAG16	0	metastasis	8
1	primary_SU_T1	3	TTN;SPAG16	1	primary	8
2	LN_SU_FLN2	3	TTN;SPAG16	0	metastasis	8
3	LN_SU_FLN1	3	TTN;SPAG16	0	metastasis	8
0	LN_SU_LN1	4	KCNJ3;LPHN3	0	metastasis	7
1	primary_SU_T1	4	KCNJ3;LPHN3	1	primary	7
2	LN_SU_FLN2	4	KCNJ3;LPHN3	0	metastasis	7
3	LN_SU_FLN1	4	KCNJ3;LPHN3	0	metastasis	7
0	LN_SU_LN1	5	CAMTA1;DUSP27	0	metastasis	5
1	primary_SU_T1	5	CAMTA1;DUSP27	1	primary	5
2	LN_SU_FLN2	5	CAMTA1;DUSP27	0	metastasis	5
3	LN_SU_FLN1	5	CAMTA1;DUSP27	0	metastasis	5
0	LN_SU_LN1	6	LRRC40;PROX1	1	metastasis	5
1	primary_SU_T1	6	LRRC40;PROX1	0	primary	5
2	LN_SU_FLN2	6	LRRC40;PROX1	0	metastasis	5
3	LN_SU_FLN1	6	LRRC40;PROX1	0	metastasis	5
