anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	primary_SU_T1	0	NOTCH2;EGFR	0	primary	63
1	LN_SU_FLN1	0	NOTCH2;EGFR	0	metastasis	63
2	LN_SU_FLN2	0	NOTCH2;EGFR	0	metastasis	63
0	primary_SU_T1	1	CTNNB1	1	primary	10
1	LN_SU_FLN1	1	CTNNB1	0	metastasis	10
2	LN_SU_FLN2	1	CTNNB1	0	metastasis	10
0	primary_SU_T1	2	C1orf168;CENPF	1	primary	9
1	LN_SU_FLN1	2	C1orf168;CENPF	0	metastasis	9
2	LN_SU_FLN2	2	C1orf168;CENPF	0	metastasis	9
0	primary_SU_T1	3	TANC1;PCSK1	1	primary	8
1	LN_SU_FLN1	3	TANC1;PCSK1	0	metastasis	8
2	LN_SU_FLN2	3	TANC1;PCSK1	0	metastasis	8
0	primary_SU_T1	4	TARBP1;LYST	1	primary	8
1	LN_SU_FLN1	4	TARBP1;LYST	0	metastasis	8
2	LN_SU_FLN2	4	TARBP1;LYST	0	metastasis	8
0	primary_SU_T1	5	PLXNB2	1	primary	7
1	LN_SU_FLN1	5	PLXNB2	0	metastasis	7
2	LN_SU_FLN2	5	PLXNB2	0	metastasis	7
0	primary_SU_T1	6	RSG1;CTNNA2	1	primary	7
1	LN_SU_FLN1	6	RSG1;CTNNA2	0	metastasis	7
2	LN_SU_FLN2	6	RSG1;CTNNA2	0	metastasis	7
0	primary_SU_T1	7	FAM110D;SLIT2	1	primary	7
1	LN_SU_FLN1	7	FAM110D;SLIT2	0	metastasis	7
2	LN_SU_FLN2	7	FAM110D;SLIT2	0	metastasis	7
0	primary_SU_T1	8	PTAFR;FLAD1	1	primary	7
1	LN_SU_FLN1	8	PTAFR;FLAD1	0	metastasis	7
2	LN_SU_FLN2	8	PTAFR;FLAD1	0	metastasis	7
0	primary_SU_T1	9	RB1	1	primary	5
1	LN_SU_FLN1	9	RB1	1	metastasis	5
2	LN_SU_FLN2	9	RB1	1	metastasis	5
