anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	primary_SU_T1	0	KEAP1;ELF3	1	primary	475
1	metachronousMet_BR_T1.FR1	0	KEAP1;ELF3	0	metastasis	475
2	LN_SU_FLN1	0	KEAP1;ELF3	0	metastasis	475
0	primary_SU_T1	1	KRAS	1	primary	96
1	metachronousMet_BR_T1.FR1	1	KRAS	0	metastasis	96
2	LN_SU_FLN1	1	KRAS	0	metastasis	96
0	primary_SU_T1	2	TP53;ERBB2	0	primary	78
1	metachronousMet_BR_T1.FR1	2	TP53;ERBB2	1	metastasis	78
2	LN_SU_FLN1	2	TP53;ERBB2	1	metastasis	78
0	primary_SU_T1	3	CD79B;KRAS	1	primary	72
1	metachronousMet_BR_T1.FR1	3	CD79B;KRAS	0	metastasis	72
2	LN_SU_FLN1	3	CD79B;KRAS	0	metastasis	72
0	primary_SU_T1	4	APOB	1	primary	31
1	metachronousMet_BR_T1.FR1	4	APOB	0	metastasis	31
2	LN_SU_FLN1	4	APOB	0	metastasis	31
0	primary_SU_T1	5	AXIN2	0	primary	24
1	metachronousMet_BR_T1.FR1	5	AXIN2	1	metastasis	24
2	LN_SU_FLN1	5	AXIN2	0	metastasis	24
0	primary_SU_T1	6	TP53	1	primary	24
1	metachronousMet_BR_T1.FR1	6	TP53	0	metastasis	24
2	LN_SU_FLN1	6	TP53	0	metastasis	24
0	primary_SU_T1	7	ZFYVE9;COL24A1	0	primary	18
1	metachronousMet_BR_T1.FR1	7	ZFYVE9;COL24A1	1	metastasis	18
2	LN_SU_FLN1	7	ZFYVE9;COL24A1	0	metastasis	18
0	primary_SU_T1	8	STK11	1	primary	15
1	metachronousMet_BR_T1.FR1	8	STK11	0	metastasis	15
2	LN_SU_FLN1	8	STK11	0	metastasis	15
0	primary_SU_T1	9	ABL1;KEAP1	0	primary	205
1	metachronousMet_BR_T1.FR1	9	ABL1;KEAP1	0	metastasis	205
2	LN_SU_FLN1	9	ABL1;KEAP1	0	metastasis	205
0	primary_SU_T1	10	ERBB4	0	primary	12
1	metachronousMet_BR_T1.FR1	10	ERBB4	0	metastasis	12
2	LN_SU_FLN1	10	ERBB4	1	metastasis	12
0	primary_SU_T1	11	HHLA1;PDZD3	1	primary	9
1	metachronousMet_BR_T1.FR1	11	HHLA1;PDZD3	0	metastasis	9
2	LN_SU_FLN1	11	HHLA1;PDZD3	0	metastasis	9
0	primary_SU_T1	12	SPATA21;LYST	0	primary	8
1	metachronousMet_BR_T1.FR1	12	SPATA21;LYST	1	metastasis	8
2	LN_SU_FLN1	12	SPATA21;LYST	0	metastasis	8
0	primary_SU_T1	13	GAP43;PARP15	1	primary	5
1	metachronousMet_BR_T1.FR1	13	GAP43;PARP15	0	metastasis	5
2	LN_SU_FLN1	13	GAP43;PARP15	0	metastasis	5
0	primary_SU_T1	14	HDLBP;ZFAND1	0	primary	5
1	metachronousMet_BR_T1.FR1	14	HDLBP;ZFAND1	0	metastasis	5
2	LN_SU_FLN1	14	HDLBP;ZFAND1	1	metastasis	5
