anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	primary_SU_T1	0	ABL1;KEAP1	0	primary	361
1	metachronousMet_BR_T1	0	ABL1;KEAP1	0	metastasis	361
0	primary_SU_T1	1	MSH3;CREBBP	1	primary	110
1	metachronousMet_BR_T1	1	MSH3;CREBBP	0	metastasis	110
0	primary_SU_T1	2	ZFHX3;CTNNB1	1	primary	97
1	metachronousMet_BR_T1	2	ZFHX3;CTNNB1	0	metastasis	97
0	primary_SU_T1	3	NCOR1;MAP3K4	1	primary	94
1	metachronousMet_BR_T1	3	NCOR1;MAP3K4	0	metastasis	94
0	primary_SU_T1	4	SPTA1	1	primary	68
1	metachronousMet_BR_T1	4	SPTA1	0	metastasis	68
0	primary_SU_T1	5	PDS5B;ERBB4	1	primary	68
1	metachronousMet_BR_T1	5	PDS5B;ERBB4	0	metastasis	68
0	primary_SU_T1	6	LINGO4;LMNA	0	primary	60
1	metachronousMet_BR_T1	6	LINGO4;LMNA	1	metastasis	60
0	primary_SU_T1	7	PIK3CG;SMARCA4	1	primary	57
1	metachronousMet_BR_T1	7	PIK3CG;SMARCA4	0	metastasis	57
0	primary_SU_T1	8	MUL1;RSPO1	1	primary	51
1	metachronousMet_BR_T1	8	MUL1;RSPO1	0	metastasis	51
0	primary_SU_T1	9	INTS3;NOS1AP	1	primary	37
1	metachronousMet_BR_T1	9	INTS3;NOS1AP	0	metastasis	37
0	primary_SU_T1	10	SMARCA4	1	primary	35
1	metachronousMet_BR_T1	10	SMARCA4	0	metastasis	35
0	primary_SU_T1	11	LRP1B;CCDC173	1	primary	21
1	metachronousMet_BR_T1	11	LRP1B;CCDC173	0	metastasis	21
0	primary_SU_T1	12	MSH3	1	primary	19
1	metachronousMet_BR_T1	12	MSH3	0	metastasis	19
0	primary_SU_T1	13	KMT2B	1	primary	19
1	metachronousMet_BR_T1	13	KMT2B	0	metastasis	19
0	primary_SU_T1	14	CDC73;DNAH7	0	primary	17
1	metachronousMet_BR_T1	14	CDC73;DNAH7	1	metastasis	17
0	primary_SU_T1	15	SMARCA4	1	primary	16
1	metachronousMet_BR_T1	15	SMARCA4	0	metastasis	16
0	primary_SU_T1	16	EEF2	1	primary	15
1	metachronousMet_BR_T1	16	EEF2	0	metastasis	15
0	primary_SU_T1	17	PTPRC	1	primary	8
1	metachronousMet_BR_T1	17	PTPRC	0	metastasis	8
0	primary_SU_T1	18	RP11-351J23.2;C8orf22	1	primary	6
1	metachronousMet_BR_T1	18	RP11-351J23.2;C8orf22	0	metastasis	6
