anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	primary_SU_T1	0	COL5A1;NIPBL	0	primary	1397
1	LN_SU_FLN1	0	COL5A1;NIPBL	0	metastasis	1397
0	primary_SU_T1	1	RRAS2	1	primary	67
1	LN_SU_FLN1	1	RRAS2	0	metastasis	67
0	primary_SU_T1	2	TCF7L2;ERBB4	1	primary	62
1	LN_SU_FLN1	2	TCF7L2;ERBB4	0	metastasis	62
0	primary_SU_T1	3	KMT2B;WHSC1	1	primary	55
1	LN_SU_FLN1	3	KMT2B;WHSC1	0	metastasis	55
0	primary_SU_T1	4	RP11-465B22.5;AMPD1	0	primary	53
1	LN_SU_FLN1	4	RP11-465B22.5;AMPD1	1	metastasis	53
0	primary_SU_T1	5	MAP3K1;FGFR2	0	primary	50
1	LN_SU_FLN1	5	MAP3K1;FGFR2	1	metastasis	50
0	primary_SU_T1	6	ATR;COL5A1	1	primary	43
1	LN_SU_FLN1	6	ATR;COL5A1	0	metastasis	43
0	primary_SU_T1	7	CHEK2	0	primary	26
1	LN_SU_FLN1	7	CHEK2	1	metastasis	26
0	primary_SU_T1	8	TGFBR3;CELSR3	1	primary	18
1	LN_SU_FLN1	8	TGFBR3;CELSR3	0	metastasis	18
0	primary_SU_T1	9	RYR2;SDCCAG8	1	primary	14
1	LN_SU_FLN1	9	RYR2;SDCCAG8	0	metastasis	14
0	primary_SU_T1	10	DIRAS3;GTDC1	0	primary	11
1	LN_SU_FLN1	10	DIRAS3;GTDC1	0	metastasis	11
