anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	primary_SU_T1	0	JAK1;PLXNB2	1	primary	448
1	LN_SU_FLN1	0	JAK1;PLXNB2	0	metastasis	448
0	primary_SU_T1	1	KMT2D	1	primary	36
1	LN_SU_FLN1	1	KMT2D	0	metastasis	36
0	primary_SU_T1	2	AHDC1;TNNI3K	0	primary	36
1	LN_SU_FLN1	2	AHDC1;TNNI3K	1	metastasis	36
0	primary_SU_T1	3	COL5A1	1	primary	31
1	LN_SU_FLN1	3	COL5A1	0	metastasis	31
0	primary_SU_T1	4	EGFR	1	primary	29
1	LN_SU_FLN1	4	EGFR	0	metastasis	29
0	primary_SU_T1	5	PIGC;NCKAP5	1	primary	28
1	LN_SU_FLN1	5	PIGC;NCKAP5	0	metastasis	28
0	primary_SU_T1	6	HSPG2;PLK3	1	primary	22
1	LN_SU_FLN1	6	HSPG2;PLK3	0	metastasis	22
0	primary_SU_T1	7	MLH1	1	primary	13
1	LN_SU_FLN1	7	MLH1	0	metastasis	13
0	primary_SU_T1	8	SPTAN1	1	primary	9
1	LN_SU_FLN1	8	SPTAN1	0	metastasis	9
0	primary_SU_T1	9	LRP2;TENM3	1	primary	5
1	LN_SU_FLN1	9	LRP2;TENM3	0	metastasis	5
