anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	primary_SU_T1	0	PIK3CG;MUC6	0	primary	449
1	LN_SU_FLN1	0	PIK3CG;MUC6	0	metastasis	449
0	primary_SU_T1	1	PIK3CA;FBXW7	0	primary	75
1	LN_SU_FLN1	1	PIK3CA;FBXW7	1	metastasis	75
0	primary_SU_T1	2	FAT1	1	primary	73
1	LN_SU_FLN1	2	FAT1	0	metastasis	73
0	primary_SU_T1	3	PTPRD;SPTAN1	1	primary	69
1	LN_SU_FLN1	3	PTPRD;SPTAN1	0	metastasis	69
0	primary_SU_T1	4	RCOR3;GAD1	1	primary	21
1	LN_SU_FLN1	4	RCOR3;GAD1	0	metastasis	21
0	primary_SU_T1	5	ITIH3;NAALADL2	1	primary	15
1	LN_SU_FLN1	5	ITIH3;NAALADL2	0	metastasis	15
0	primary_SU_T1	6	CPS1;EFHB	1	primary	15
1	LN_SU_FLN1	6	CPS1;EFHB	0	metastasis	15
0	primary_SU_T1	7	PTPDC1	1	primary	13
1	LN_SU_FLN1	7	PTPDC1	0	metastasis	13
0	primary_SU_T1	8	SLAMF1;CD96	1	primary	13
1	LN_SU_FLN1	8	SLAMF1;CD96	0	metastasis	13
0	primary_SU_T1	9	CTRC;MIA3	1	primary	10
1	LN_SU_FLN1	9	CTRC;MIA3	0	metastasis	10
0	primary_SU_T1	10	FGFR2	0	primary	8
1	LN_SU_FLN1	10	FGFR2	1	metastasis	8
0	primary_SU_T1	11	PECR;BHLHE40	1	primary	8
1	LN_SU_FLN1	11	PECR;BHLHE40	0	metastasis	8
0	primary_SU_T1	12	GALNT5;AIM1	1	primary	7
1	LN_SU_FLN1	12	GALNT5;AIM1	0	metastasis	7
0	primary_SU_T1	13	FBXO41;DNAH5	1	primary	6
1	LN_SU_FLN1	13	FBXO41;DNAH5	0	metastasis	6
0	primary_SU_T1	14	FAT1	0	primary	6
1	LN_SU_FLN1	14	FAT1	1	metastasis	6
0	primary_SU_T1	15	ERBB4	1	primary	5
1	LN_SU_FLN1	15	ERBB4	0	metastasis	5
