anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	primary_SU_T1	0	MUC6;EGFR	0	primary	209
1	metachronousMet_BR_FLN1	0	MUC6;EGFR	0	metastasis	209
2	metachronousMet_BR_FLN2	0	MUC6;EGFR	0	metastasis	209
0	primary_SU_T1	1	TP53;ZFHX3	1	primary	206
1	metachronousMet_BR_FLN1	1	TP53;ZFHX3	0	metastasis	206
2	metachronousMet_BR_FLN2	1	TP53;ZFHX3	0	metastasis	206
0	primary_SU_T1	2	ARID2;CREBBP	0	primary	140
1	metachronousMet_BR_FLN1	2	ARID2;CREBBP	0	metastasis	140
2	metachronousMet_BR_FLN2	2	ARID2;CREBBP	0	metastasis	140
0	primary_SU_T1	3	CDK12	0	primary	57
1	metachronousMet_BR_FLN1	3	CDK12	0	metastasis	57
2	metachronousMet_BR_FLN2	3	CDK12	0	metastasis	57
0	primary_SU_T1	4	INSRR;LHX4	1	primary	32
1	metachronousMet_BR_FLN1	4	INSRR;LHX4	0	metastasis	32
2	metachronousMet_BR_FLN2	4	INSRR;LHX4	0	metastasis	32
0	primary_SU_T1	5	MAP3K1	0	primary	32
1	metachronousMet_BR_FLN1	5	MAP3K1	0	metastasis	32
2	metachronousMet_BR_FLN2	5	MAP3K1	1	metastasis	32
0	primary_SU_T1	6	PIK3CD;SYCP1	1	primary	31
1	metachronousMet_BR_FLN1	6	PIK3CD;SYCP1	0	metastasis	31
2	metachronousMet_BR_FLN2	6	PIK3CD;SYCP1	0	metastasis	31
0	primary_SU_T1	7	MROH7;CRABP2	0	primary	24
1	metachronousMet_BR_FLN1	7	MROH7;CRABP2	1	metastasis	24
2	metachronousMet_BR_FLN2	7	MROH7;CRABP2	0	metastasis	24
0	primary_SU_T1	8	CLPTM1L;MTRR	1	primary	9
1	metachronousMet_BR_FLN1	8	CLPTM1L;MTRR	0	metastasis	9
2	metachronousMet_BR_FLN2	8	CLPTM1L;MTRR	0	metastasis	9
0	primary_SU_T1	9	PTGER3;TP53BP2	1	primary	9
1	metachronousMet_BR_FLN1	9	PTGER3;TP53BP2	0	metastasis	9
2	metachronousMet_BR_FLN2	9	PTGER3;TP53BP2	0	metastasis	9
0	primary_SU_T1	10	DBT;FAM110C	1	primary	9
1	metachronousMet_BR_FLN1	10	DBT;FAM110C	0	metastasis	9
2	metachronousMet_BR_FLN2	10	DBT;FAM110C	0	metastasis	9
0	primary_SU_T1	11	PAPPA2;ADAMTS16	0	primary	7
1	metachronousMet_BR_FLN1	11	PAPPA2;ADAMTS16	0	metastasis	7
2	metachronousMet_BR_FLN2	11	PAPPA2;ADAMTS16	1	metastasis	7
