anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	primary_SU_T1	0	PLXNB2;EGFR	1	primary	374
1	metachronousMet_BR_T1	0	PLXNB2;EGFR	0	metastasis	374
0	primary_SU_T1	1	USP24;ENSA	1	primary	36
1	metachronousMet_BR_T1	1	USP24;ENSA	0	metastasis	36
0	primary_SU_T1	2	ID3;GLIS1	0	primary	21
1	metachronousMet_BR_T1	2	ID3;GLIS1	0	metastasis	21
0	primary_SU_T1	3	SLC3A1;POLR1B	1	primary	9
1	metachronousMet_BR_T1	3	SLC3A1;POLR1B	0	metastasis	9
0	primary_SU_T1	4	FBXO41;EIF2AK3	0	primary	8
1	metachronousMet_BR_T1	4	FBXO41;EIF2AK3	1	metastasis	8
0	primary_SU_T1	5	USH2A;EXOC6B	1	primary	6
1	metachronousMet_BR_T1	5	USH2A;EXOC6B	0	metastasis	6
0	primary_SU_T1	6	PGAP1;C4orf45	1	primary	6
1	metachronousMet_BR_T1	6	PGAP1;C4orf45	0	metastasis	6
0	primary_SU_T1	7	INO80D;BBS9	0	primary	6
1	metachronousMet_BR_T1	7	INO80D;BBS9	1	metastasis	6
0	primary_SU_T1	8	PCDHGA1;RIMS2	0	primary	6
1	metachronousMet_BR_T1	8	PCDHGA1;RIMS2	1	metastasis	6
0	primary_SU_T1	9	FMO1;RPS10	0	primary	5
1	metachronousMet_BR_T1	9	FMO1;RPS10	1	metastasis	5
0	primary_SU_T1	10	LMX1A;NMUR1	1	primary	5
1	metachronousMet_BR_T1	10	LMX1A;NMUR1	0	metastasis	5
