anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	primary_SU_T1	0	CHD4;TSC2	0	primary	70
1	LN_SU_LN01	0	CHD4;TSC2	0	metastasis	70
2	LN_SU_FLN2	0	CHD4;TSC2	0	metastasis	70
3	LN_SU_FLN1	0	CHD4;TSC2	0	metastasis	70
4	metachronousMet_BP_T1	0	CHD4;TSC2	0	metastasis	70
5	metachronousMet_BR_T1	0	CHD4;TSC2	0	metastasis	70
0	primary_SU_T1	1	PIK3R1;CDK12	0	primary	64
1	LN_SU_LN01	1	PIK3R1;CDK12	0	metastasis	64
2	LN_SU_FLN2	1	PIK3R1;CDK12	0	metastasis	64
3	LN_SU_FLN1	1	PIK3R1;CDK12	0	metastasis	64
4	metachronousMet_BP_T1	1	PIK3R1;CDK12	0	metastasis	64
5	metachronousMet_BR_T1	1	PIK3R1;CDK12	0	metastasis	64
0	primary_SU_T1	2	EGFR;TP53	0	primary	103
1	LN_SU_LN01	2	EGFR;TP53	0	metastasis	103
2	LN_SU_FLN2	2	EGFR;TP53	0	metastasis	103
3	LN_SU_FLN1	2	EGFR;TP53	0	metastasis	103
4	metachronousMet_BP_T1	2	EGFR;TP53	0	metastasis	103
5	metachronousMet_BR_T1	2	EGFR;TP53	0	metastasis	103
0	primary_SU_T1	3	TMOD4;KIAA0907	0	primary	37
1	LN_SU_LN01	3	TMOD4;KIAA0907	1	metastasis	37
2	LN_SU_FLN2	3	TMOD4;KIAA0907	1	metastasis	37
3	LN_SU_FLN1	3	TMOD4;KIAA0907	1	metastasis	37
4	metachronousMet_BP_T1	3	TMOD4;KIAA0907	0	metastasis	37
5	metachronousMet_BR_T1	3	TMOD4;KIAA0907	0	metastasis	37
0	primary_SU_T1	4	PBRM1	0	primary	25
1	LN_SU_LN01	4	PBRM1	0	metastasis	25
2	LN_SU_FLN2	4	PBRM1	0	metastasis	25
3	LN_SU_FLN1	4	PBRM1	0	metastasis	25
4	metachronousMet_BP_T1	4	PBRM1	0	metastasis	25
5	metachronousMet_BR_T1	4	PBRM1	0	metastasis	25
0	primary_SU_T1	5	NOTCH2	1	primary	14
1	LN_SU_LN01	5	NOTCH2	0	metastasis	14
2	LN_SU_FLN2	5	NOTCH2	0	metastasis	14
3	LN_SU_FLN1	5	NOTCH2	0	metastasis	14
4	metachronousMet_BP_T1	5	NOTCH2	0	metastasis	14
5	metachronousMet_BR_T1	5	NOTCH2	0	metastasis	14
0	primary_SU_T1	6	EGFR	0	primary	14
1	LN_SU_LN01	6	EGFR	0	metastasis	14
2	LN_SU_FLN2	6	EGFR	0	metastasis	14
3	LN_SU_FLN1	6	EGFR	0	metastasis	14
4	metachronousMet_BP_T1	6	EGFR	1	metastasis	14
5	metachronousMet_BR_T1	6	EGFR	0	metastasis	14
0	primary_SU_T1	7	GREB1;GRM2	1	primary	14
1	LN_SU_LN01	7	GREB1;GRM2	0	metastasis	14
2	LN_SU_FLN2	7	GREB1;GRM2	0	metastasis	14
3	LN_SU_FLN1	7	GREB1;GRM2	0	metastasis	14
4	metachronousMet_BP_T1	7	GREB1;GRM2	0	metastasis	14
5	metachronousMet_BR_T1	7	GREB1;GRM2	0	metastasis	14
0	primary_SU_T1	8	IRF2	0	primary	13
1	LN_SU_LN01	8	IRF2	0	metastasis	13
2	LN_SU_FLN2	8	IRF2	0	metastasis	13
3	LN_SU_FLN1	8	IRF2	1	metastasis	13
4	metachronousMet_BP_T1	8	IRF2	0	metastasis	13
5	metachronousMet_BR_T1	8	IRF2	0	metastasis	13
0	primary_SU_T1	9	KLHL12;MYO1B	1	primary	9
1	LN_SU_LN01	9	KLHL12;MYO1B	0	metastasis	9
2	LN_SU_FLN2	9	KLHL12;MYO1B	0	metastasis	9
3	LN_SU_FLN1	9	KLHL12;MYO1B	0	metastasis	9
4	metachronousMet_BP_T1	9	KLHL12;MYO1B	0	metastasis	9
5	metachronousMet_BR_T1	9	KLHL12;MYO1B	0	metastasis	9
0	primary_SU_T1	10	ACVR1	0	primary	9
1	LN_SU_LN01	10	ACVR1	0	metastasis	9
2	LN_SU_FLN2	10	ACVR1	1	metastasis	9
3	LN_SU_FLN1	10	ACVR1	0	metastasis	9
4	metachronousMet_BP_T1	10	ACVR1	0	metastasis	9
5	metachronousMet_BR_T1	10	ACVR1	0	metastasis	9
0	primary_SU_T1	11	WT1	1	primary	7
1	LN_SU_LN01	11	WT1	0	metastasis	7
2	LN_SU_FLN2	11	WT1	0	metastasis	7
3	LN_SU_FLN1	11	WT1	0	metastasis	7
4	metachronousMet_BP_T1	11	WT1	0	metastasis	7
5	metachronousMet_BR_T1	11	WT1	0	metastasis	7
0	primary_SU_T1	12	IL23R;LTBP1	0	primary	6
1	LN_SU_LN01	12	IL23R;LTBP1	0	metastasis	6
2	LN_SU_FLN2	12	IL23R;LTBP1	0	metastasis	6
3	LN_SU_FLN1	12	IL23R;LTBP1	0	metastasis	6
4	metachronousMet_BP_T1	12	IL23R;LTBP1	0	metastasis	6
5	metachronousMet_BR_T1	12	IL23R;LTBP1	1	metastasis	6
