anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	primary_SU_T1	0	PIK3CA;COL5A1	0	primary	198
1	LN_SU_FLN1	0	PIK3CA;COL5A1	0	metastasis	198
2	metachronousMet_BR_LN1	0	PIK3CA;COL5A1	0	metastasis	198
0	primary_SU_T1	1	INPPL1;PLXNB2	0	primary	225
1	LN_SU_FLN1	1	INPPL1;PLXNB2	0	metastasis	225
2	metachronousMet_BR_LN1	1	INPPL1;PLXNB2	0	metastasis	225
0	primary_SU_T1	2	COL5A1;POLE	1	primary	64
1	LN_SU_FLN1	2	COL5A1;POLE	0	metastasis	64
2	metachronousMet_BR_LN1	2	COL5A1;POLE	0	metastasis	64
0	primary_SU_T1	3	ZFHX3	1	primary	22
1	LN_SU_FLN1	3	ZFHX3	0	metastasis	22
2	metachronousMet_BR_LN1	3	ZFHX3	0	metastasis	22
0	primary_SU_T1	4	VANGL2;GREM2	1	primary	17
1	LN_SU_FLN1	4	VANGL2;GREM2	0	metastasis	17
2	metachronousMet_BR_LN1	4	VANGL2;GREM2	0	metastasis	17
0	primary_SU_T1	5	PIK3CG	1	primary	16
1	LN_SU_FLN1	5	PIK3CG	0	metastasis	16
2	metachronousMet_BR_LN1	5	PIK3CG	0	metastasis	16
0	primary_SU_T1	6	ZFHX3	0	primary	16
1	LN_SU_FLN1	6	ZFHX3	0	metastasis	16
2	metachronousMet_BR_LN1	6	ZFHX3	1	metastasis	16
0	primary_SU_T1	7	KMO;DNAH6	0	primary	15
1	LN_SU_FLN1	7	KMO;DNAH6	0	metastasis	15
2	metachronousMet_BR_LN1	7	KMO;DNAH6	1	metastasis	15
0	primary_SU_T1	8	NSD1	1	primary	12
1	LN_SU_FLN1	8	NSD1	0	metastasis	12
2	metachronousMet_BR_LN1	8	NSD1	0	metastasis	12
0	primary_SU_T1	9	ANKRD35;F5	1	primary	10
1	LN_SU_FLN1	9	ANKRD35;F5	0	metastasis	10
2	metachronousMet_BR_LN1	9	ANKRD35;F5	0	metastasis	10
0	primary_SU_T1	10	OBSCN;RASGRP3	1	primary	10
1	LN_SU_FLN1	10	OBSCN;RASGRP3	0	metastasis	10
2	metachronousMet_BR_LN1	10	OBSCN;RASGRP3	0	metastasis	10
0	primary_SU_T1	11	HGF	1	primary	9
1	LN_SU_FLN1	11	HGF	0	metastasis	9
2	metachronousMet_BR_LN1	11	HGF	0	metastasis	9
0	primary_SU_T1	12	GNG5;FAM129A	1	primary	8
1	LN_SU_FLN1	12	GNG5;FAM129A	0	metastasis	8
2	metachronousMet_BR_LN1	12	GNG5;FAM129A	0	metastasis	8
0	primary_SU_T1	13	CNTN3;LOX	1	primary	8
1	LN_SU_FLN1	13	CNTN3;LOX	0	metastasis	8
2	metachronousMet_BR_LN1	13	CNTN3;LOX	0	metastasis	8
0	primary_SU_T1	14	SORT1;1	1	primary	8
1	LN_SU_FLN1	14	SORT1;1	0	metastasis	8
2	metachronousMet_BR_LN1	14	SORT1;1	0	metastasis	8
0	primary_SU_T1	15	C1orf68;RYR2	1	primary	8
1	LN_SU_FLN1	15	C1orf68;RYR2	0	metastasis	8
2	metachronousMet_BR_LN1	15	C1orf68;RYR2	0	metastasis	8
0	primary_SU_T1	16	MYH9	1	primary	8
1	LN_SU_FLN1	16	MYH9	0	metastasis	8
2	metachronousMet_BR_LN1	16	MYH9	0	metastasis	8
0	primary_SU_T1	17	E2F2;PRRC2B	1	primary	7
1	LN_SU_FLN1	17	E2F2;PRRC2B	0	metastasis	7
2	metachronousMet_BR_LN1	17	E2F2;PRRC2B	0	metastasis	7
0	primary_SU_T1	18	KIRREL;SCN3A	1	primary	7
1	LN_SU_FLN1	18	KIRREL;SCN3A	0	metastasis	7
2	metachronousMet_BR_LN1	18	KIRREL;SCN3A	0	metastasis	7
0	primary_SU_T1	19	HRAS	1	primary	7
1	LN_SU_FLN1	19	HRAS	0	metastasis	7
2	metachronousMet_BR_LN1	19	HRAS	0	metastasis	7
0	primary_SU_T1	20	BRINP3;DNAH11	1	primary	7
1	LN_SU_FLN1	20	BRINP3;DNAH11	0	metastasis	7
2	metachronousMet_BR_LN1	20	BRINP3;DNAH11	0	metastasis	7
0	primary_SU_T1	21	GPR137B;GADL1	1	primary	7
1	LN_SU_FLN1	21	GPR137B;GADL1	0	metastasis	7
2	metachronousMet_BR_LN1	21	GPR137B;GADL1	0	metastasis	7
0	primary_SU_T1	22	FAM179A;LRP5	1	primary	6
1	LN_SU_FLN1	22	FAM179A;LRP5	0	metastasis	6
2	metachronousMet_BR_LN1	22	FAM179A;LRP5	0	metastasis	6
0	primary_SU_T1	23	CBLB;ZNF248	1	primary	6
1	LN_SU_FLN1	23	CBLB;ZNF248	0	metastasis	6
2	metachronousMet_BR_LN1	23	CBLB;ZNF248	0	metastasis	6
0	primary_SU_T1	24	MRPL35;CCDC138	0	primary	6
1	LN_SU_FLN1	24	MRPL35;CCDC138	0	metastasis	6
2	metachronousMet_BR_LN1	24	MRPL35;CCDC138	1	metastasis	6
0	primary_SU_T1	25	ZMYM6;QDPR	0	primary	5
1	LN_SU_FLN1	25	ZMYM6;QDPR	1	metastasis	5
2	metachronousMet_BR_LN1	25	ZMYM6;QDPR	0	metastasis	5
0	primary_SU_T1	26	PCDHGA2;NFKBIE	1	primary	5
1	LN_SU_FLN1	26	PCDHGA2;NFKBIE	0	metastasis	5
2	metachronousMet_BR_LN1	26	PCDHGA2;NFKBIE	0	metastasis	5
