anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	primary_SU_T1	0	INPPL1;STK11	0	primary	281
1	metachronousMet_BR_FLN1	0	INPPL1;STK11	1	metastasis	281
0	primary_SU_T1	1	KEAP1;PIK3CA	0	primary	165
1	metachronousMet_BR_FLN1	1	KEAP1;PIK3CA	0	metastasis	165
0	primary_SU_T1	2	PIK3CA	0	primary	30
1	metachronousMet_BR_FLN1	2	PIK3CA	1	metastasis	30
0	primary_SU_T1	3	MUC1;IL18RAP	0	primary	14
1	metachronousMet_BR_FLN1	3	MUC1;IL18RAP	1	metastasis	14
0	primary_SU_T1	4	KMT2D	0	primary	12
1	metachronousMet_BR_FLN1	4	KMT2D	1	metastasis	12
0	primary_SU_T1	5	LYPLA2;STAB1	1	primary	10
1	metachronousMet_BR_FLN1	5	LYPLA2;STAB1	0	metastasis	10
0	primary_SU_T1	6	MOV10;TTC13	1	primary	9
1	metachronousMet_BR_FLN1	6	MOV10;TTC13	0	metastasis	9
0	primary_SU_T1	7	ALB	1	primary	8
1	metachronousMet_BR_FLN1	7	ALB	0	metastasis	8
0	primary_SU_T1	8	DARS2;NBAS	1	primary	7
1	metachronousMet_BR_FLN1	8	DARS2;NBAS	0	metastasis	7
0	primary_SU_T1	9	LPHN2;DCDC2C	1	primary	5
1	metachronousMet_BR_FLN1	9	LPHN2;DCDC2C	0	metastasis	5
