anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	primary_SU_T1	0	KEAP1;MUC6	0	primary	1627
1	metachronousMet_BR_T1	0	KEAP1;MUC6	0	metastasis	1627
0	primary_SU_T1	1	CUL1;HIST1H1C	1	primary	1356
1	metachronousMet_BR_T1	1	CUL1;HIST1H1C	0	metastasis	1356
0	primary_SU_T1	2	MACF1;CARD11	1	primary	181
1	metachronousMet_BR_T1	2	MACF1;CARD11	0	metastasis	181
0	primary_SU_T1	3	PIK3CA;COL5A1	1	primary	173
1	metachronousMet_BR_T1	3	PIK3CA;COL5A1	0	metastasis	173
0	primary_SU_T1	4	AJAP1;MTHFR	0	primary	155
1	metachronousMet_BR_T1	4	AJAP1;MTHFR	1	metastasis	155
0	primary_SU_T1	5	ABL1;SPOP	1	primary	136
1	metachronousMet_BR_T1	5	ABL1;SPOP	0	metastasis	136
0	primary_SU_T1	6	BRCA2;CYSLTR2	1	primary	122
1	metachronousMet_BR_T1	6	BRCA2;CYSLTR2	1	metastasis	122
0	primary_SU_T1	7	BRCA2;PTPRD	1	primary	99
1	metachronousMet_BR_T1	7	BRCA2;PTPRD	0	metastasis	99
0	primary_SU_T1	8	CD1B;ZC3H11A	1	primary	29
1	metachronousMet_BR_T1	8	CD1B;ZC3H11A	0	metastasis	29
0	primary_SU_T1	9	IL7R;SPTA1	0	primary	26
1	metachronousMet_BR_T1	9	IL7R;SPTA1	1	metastasis	26
0	primary_SU_T1	10	ILF2;CYB5R1	1	primary	19
1	metachronousMet_BR_T1	10	ILF2;CYB5R1	0	metastasis	19
0	primary_SU_T1	11	NUP93	1	primary	10
1	metachronousMet_BR_T1	11	NUP93	0	metastasis	10
0	primary_SU_T1	12	FAT1	1	primary	10
1	metachronousMet_BR_T1	12	FAT1	0	metastasis	10
0	primary_SU_T1	13	KANSL3;FYCO1	1	primary	9
1	metachronousMet_BR_T1	13	KANSL3;FYCO1	0	metastasis	9
