anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	primary_SU_T1	0	EPHA3;TP53	1	primary	121
1	LN_SU_FLN1	0	EPHA3;TP53	0	metastasis	121
0	primary_SU_T1	1	USP48;CACNA1E	0	primary	34
1	LN_SU_FLN1	1	USP48;CACNA1E	1	metastasis	34
0	primary_SU_T1	2	TCF7L2	1	primary	22
1	LN_SU_FLN1	2	TCF7L2	0	metastasis	22
0	primary_SU_T1	3	BAI2;1	0	primary	21
1	LN_SU_FLN1	3	BAI2;1	0	metastasis	21
0	primary_SU_T1	4	LDLRAP1;ST3GAL3	1	primary	21
1	LN_SU_FLN1	4	LDLRAP1;ST3GAL3	0	metastasis	21
0	primary_SU_T1	5	FBXO6;LAPTM5	1	primary	18
1	LN_SU_FLN1	5	FBXO6;LAPTM5	0	metastasis	18
0	primary_SU_T1	6	AKNAD1;FMN2	1	primary	15
1	LN_SU_FLN1	6	AKNAD1;FMN2	0	metastasis	15
0	primary_SU_T1	7	MMEL1;MIA3	0	primary	11
1	LN_SU_FLN1	7	MMEL1;MIA3	1	metastasis	11
0	primary_SU_T1	8	PTPRF;C1orf65	0	primary	10
1	LN_SU_FLN1	8	PTPRF;C1orf65	0	metastasis	10
0	primary_SU_T1	9	NME7;CSMD3	1	primary	8
1	LN_SU_FLN1	9	NME7;CSMD3	0	metastasis	8
0	primary_SU_T1	10	ILDR2;C7	1	primary	7
1	LN_SU_FLN1	10	ILDR2;C7	0	metastasis	7
0	primary_SU_T1	11	WDR78;TARBP1	0	primary	6
1	LN_SU_FLN1	11	WDR78;TARBP1	1	metastasis	6
0	primary_SU_T1	12	SLC4A3;TERT	1	primary	5
1	LN_SU_FLN1	12	SLC4A3;TERT	0	metastasis	5
