anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	primary_SU_T1	0	ATF7IP;SPTAN1	0	primary	274
1	LN_SU_FLN1	0	ATF7IP;SPTAN1	0	metastasis	274
0	primary_SU_T1	1	CACNA1A;AKT1	0	primary	43
1	LN_SU_FLN1	1	CACNA1A;AKT1	1	metastasis	43
0	primary_SU_T1	2	ATXN3	0	primary	33
1	LN_SU_FLN1	2	ATXN3	1	metastasis	33
0	primary_SU_T1	3	TNFRSF8;VPS13D	0	primary	26
1	LN_SU_FLN1	3	TNFRSF8;VPS13D	1	metastasis	26
0	primary_SU_T1	4	DNMT3A;AXIN2	0	primary	20
1	LN_SU_FLN1	4	DNMT3A;AXIN2	0	metastasis	20
0	primary_SU_T1	5	KMT2A	0	primary	16
1	LN_SU_FLN1	5	KMT2A	0	metastasis	16
0	primary_SU_T1	6	AKT1	0	primary	14
1	LN_SU_FLN1	6	AKT1	1	metastasis	14
0	primary_SU_T1	7	HIST1H1C	0	primary	11
1	LN_SU_FLN1	7	HIST1H1C	1	metastasis	11
0	primary_SU_T1	8	CNBD1	1	primary	11
1	LN_SU_FLN1	8	CNBD1	0	metastasis	11
0	primary_SU_T1	9	SRSF4;FAIM3	1	primary	10
1	LN_SU_FLN1	9	SRSF4;FAIM3	0	metastasis	10
0	primary_SU_T1	10	MMEL1;HMCN1	1	primary	8
1	LN_SU_FLN1	10	MMEL1;HMCN1	0	metastasis	8
0	primary_SU_T1	11	PLXNA1;ADH6	1	primary	8
1	LN_SU_FLN1	11	PLXNA1;ADH6	0	metastasis	8
0	primary_SU_T1	12	WBSCR17;SSPO	1	primary	8
1	LN_SU_FLN1	12	WBSCR17;SSPO	0	metastasis	8
0	primary_SU_T1	13	TBC1D23;SLC12A8	1	primary	8
1	LN_SU_FLN1	13	TBC1D23;SLC12A8	0	metastasis	8
0	primary_SU_T1	14	VPS72;PPP1R21	0	primary	6
1	LN_SU_FLN1	14	VPS72;PPP1R21	1	metastasis	6
0	primary_SU_T1	15	FOXI3;ECEL1	1	primary	5
1	LN_SU_FLN1	15	FOXI3;ECEL1	0	metastasis	5
0	primary_SU_T1	16	TMEM109;HRASLS5	1	primary	5
1	LN_SU_FLN1	16	TMEM109;HRASLS5	0	metastasis	5
0	primary_SU_T1	17	CTNND1	1	primary	5
1	LN_SU_FLN1	17	CTNND1	0	metastasis	5
