anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	primary_SU_T1	0	ALK;SF1	1	primary	186
1	LN_SU_FLN3	0	ALK;SF1	0	metastasis	186
2	metachronousMet_BR_T1	0	ALK;SF1	0	metastasis	186
0	primary_SU_T1	1	AJUBA;SMARCA4	1	primary	76
1	LN_SU_FLN3	1	AJUBA;SMARCA4	0	metastasis	76
2	metachronousMet_BR_T1	1	AJUBA;SMARCA4	0	metastasis	76
0	primary_SU_T1	2	NF2;MSH2	1	primary	43
1	LN_SU_FLN3	2	NF2;MSH2	0	metastasis	43
2	metachronousMet_BR_T1	2	NF2;MSH2	1	metastasis	43
0	primary_SU_T1	3	APOB	1	primary	30
1	LN_SU_FLN3	3	APOB	0	metastasis	30
2	metachronousMet_BR_T1	3	APOB	0	metastasis	30
0	primary_SU_T1	4	USP34;UXS1	1	primary	22
1	LN_SU_FLN3	4	USP34;UXS1	0	metastasis	22
2	metachronousMet_BR_T1	4	USP34;UXS1	0	metastasis	22
0	primary_SU_T1	5	NF1;SMARCA4	0	primary	14
1	LN_SU_FLN3	5	NF1;SMARCA4	0	metastasis	14
2	metachronousMet_BR_T1	5	NF1;SMARCA4	1	metastasis	14
0	primary_SU_T1	6	ZNF496;PARD3B	0	primary	11
1	LN_SU_FLN3	6	ZNF496;PARD3B	1	metastasis	11
2	metachronousMet_BR_T1	6	ZNF496;PARD3B	0	metastasis	11
0	primary_SU_T1	7	OR10Z1;CACNA1E	1	primary	10
1	LN_SU_FLN3	7	OR10Z1;CACNA1E	0	metastasis	10
2	metachronousMet_BR_T1	7	OR10Z1;CACNA1E	0	metastasis	10
0	primary_SU_T1	8	MDM4;R3HDM1	1	primary	9
1	LN_SU_FLN3	8	MDM4;R3HDM1	0	metastasis	9
2	metachronousMet_BR_T1	8	MDM4;R3HDM1	0	metastasis	9
0	primary_SU_T1	9	BAI2;ZCCHC9	1	primary	8
1	LN_SU_FLN3	9	BAI2;ZCCHC9	0	metastasis	8
2	metachronousMet_BR_T1	9	BAI2;ZCCHC9	0	metastasis	8
0	primary_SU_T1	10	FBXO44;CHRM3	1	primary	8
1	LN_SU_FLN3	10	FBXO44;CHRM3	1	metastasis	8
2	metachronousMet_BR_T1	10	FBXO44;CHRM3	0	metastasis	8
0	primary_SU_T1	11	RIT1	1	primary	8
1	LN_SU_FLN3	11	RIT1	0	metastasis	8
2	metachronousMet_BR_T1	11	RIT1	0	metastasis	8
0	primary_SU_T1	12	INADL;HECW2	1	primary	7
1	LN_SU_FLN3	12	INADL;HECW2	0	metastasis	7
2	metachronousMet_BR_T1	12	INADL;HECW2	0	metastasis	7
