anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	primary_SU_T1	0	ATR;PDGFRA	0	primary	789
1	metachronousMet_BR_LN1	0	ATR;PDGFRA	0	metastasis	789
0	primary_SU_T1	1	TGFBR2;EEF2	0	primary	79
1	metachronousMet_BR_LN1	1	TGFBR2;EEF2	1	metastasis	79
0	primary_SU_T1	2	SMAD4	1	primary	41
1	metachronousMet_BR_LN1	2	SMAD4	0	metastasis	41
0	primary_SU_T1	3	PMS2	1	primary	40
1	metachronousMet_BR_LN1	3	PMS2	0	metastasis	40
0	primary_SU_T1	4	MTOR	1	primary	17
1	metachronousMet_BR_LN1	4	MTOR	0	metastasis	17
0	primary_SU_T1	5	C1orf87;CALCRL	1	primary	14
1	metachronousMet_BR_LN1	5	C1orf87;CALCRL	0	metastasis	14
0	primary_SU_T1	6	CTNNA2;NEB	1	primary	12
1	metachronousMet_BR_LN1	6	CTNNA2;NEB	0	metastasis	12
0	primary_SU_T1	7	CLSTN2;ZKSCAN8	1	primary	8
1	metachronousMet_BR_LN1	7	CLSTN2;ZKSCAN8	0	metastasis	8
0	primary_SU_T1	8	THBS3;SMIM23	0	primary	7
1	metachronousMet_BR_LN1	8	THBS3;SMIM23	1	metastasis	7
0	primary_SU_T1	9	CD6;TPCN2	0	primary	5
1	metachronousMet_BR_LN1	9	CD6;TPCN2	1	metastasis	5
