anatomical_site_index	anatomical_site_label	cluster_index	cluster_label	present	site_category	num_mutations
0	primary_SU_T1	0	PIK3CG;GABRA6	1	primary	256
1	LN_SU_FLN1	0	PIK3CG;GABRA6	0	metastasis	256
0	primary_SU_T1	1	KMT2D	1	primary	49
1	LN_SU_FLN1	1	KMT2D	0	metastasis	49
0	primary_SU_T1	2	TBX3;KIF1A	1	primary	38
1	LN_SU_FLN1	2	TBX3;KIF1A	0	metastasis	38
0	primary_SU_T1	3	FAM84A;EPHA6	1	primary	27
1	LN_SU_FLN1	3	FAM84A;EPHA6	0	metastasis	27
0	primary_SU_T1	4	CREBBP	1	primary	21
1	LN_SU_FLN1	4	CREBBP	0	metastasis	21
0	primary_SU_T1	5	DENND2C;SIX2	1	primary	21
1	LN_SU_FLN1	5	DENND2C;SIX2	0	metastasis	21
0	primary_SU_T1	6	RP11-88H9.2;MYBPH	0	primary	15
1	LN_SU_FLN1	6	RP11-88H9.2;MYBPH	0	metastasis	15
0	primary_SU_T1	7	EXOC6B;KDR	1	primary	10
1	LN_SU_FLN1	7	EXOC6B;KDR	0	metastasis	10
0	primary_SU_T1	8	HMCN1;TRPM8	1	primary	9
1	LN_SU_FLN1	8	HMCN1;TRPM8	0	metastasis	9
0	primary_SU_T1	9	TBX3	1	primary	9
1	LN_SU_FLN1	9	TBX3	0	metastasis	9
0	primary_SU_T1	10	CNBD1	0	primary	9
1	LN_SU_FLN1	10	CNBD1	0	metastasis	9
0	primary_SU_T1	11	ARID1A	0	primary	9
1	LN_SU_FLN1	11	ARID1A	1	metastasis	9
0	primary_SU_T1	12	REPS1;ATAD2	1	primary	8
1	LN_SU_FLN1	12	REPS1;ATAD2	1	metastasis	8
0	primary_SU_T1	13	LGALS8;EMX1	1	primary	7
1	LN_SU_FLN1	13	LGALS8;EMX1	0	metastasis	7
0	primary_SU_T1	14	MYO3B;SYBU	1	primary	7
1	LN_SU_FLN1	14	MYO3B;SYBU	0	metastasis	7
